home,away,Referee,time,hw,hd,hl,hscore,hconcede,HY,HR,hw2,hd2,hl2,hscore2,hconcede2,HY2,HR2,aw,ad,al,ascore,aconcede,AH,AR,aw2,ad2,al2,ascore2,aconcede2,AH2,AR2,y
Man United,West Brom,A Taylor,16557.0,3.0,0.0,2.0,9.0,8.0,5.0,0.0,5.0,0.0,0.0,15.0,4.0,6.0,0.0,1.0,1.0,3.0,5.0,10.0,8.0,2.0,1.0,2.0,2.0,5.0,7.0,13.0,1.0,A
Sunderland,Southampton,M Jones,16557.0,1.0,1.0,3.0,3.0,10.0,12.0,0.0,1.0,1.0,3.0,2.0,10.0,11.0,0.0,2.0,1.0,2.0,7.0,5.0,8.0,0.0,1.0,1.0,3.0,3.0,5.0,11.0,0.0,H
Leicester,Newcastle,M Dean,16557.0,4.0,0.0,1.0,9.0,6.0,3.0,0.0,2.0,1.0,2.0,5.0,5.0,5.0,0.0,0.0,0.0,5.0,4.0,11.0,5.0,1.0,0.0,1.0,4.0,1.0,12.0,8.0,2.0,H
Aston Villa,Everton,M Clattenburg,16557.0,1.0,1.0,3.0,7.0,10.0,5.0,1.0,1.0,1.0,3.0,7.0,9.0,6.0,1.0,4.0,1.0,0.0,8.0,2.0,5.0,0.0,1.0,1.0,3.0,3.0,7.0,9.0,1.0,H
Liverpool,QPR,M Atkinson,16557.0,1.0,1.0,3.0,4.0,7.0,4.0,2.0,4.0,0.0,1.0,10.0,5.0,8.0,1.0,1.0,2.0,2.0,8.0,7.0,12.0,0.0,2.0,1.0,2.0,11.0,9.0,17.0,1.0,H
Chelsea,Crystal Palace,K Friend,16558.0,4.0,1.0,0.0,7.0,2.0,12.0,0.0,3.0,2.0,0.0,6.0,3.0,15.0,1.0,3.0,0.0,2.0,8.0,7.0,11.0,0.0,4.0,0.0,1.0,10.0,4.0,11.0,1.0,H
Tottenham,Man City,A Marriner,16558.0,2.0,2.0,1.0,9.0,7.0,12.0,0.0,3.0,1.0,1.0,11.0,9.0,9.0,0.0,3.0,0.0,2.0,11.0,8.0,7.0,0.0,1.0,0.0,4.0,8.0,10.0,10.0,0.0,A
Hull,Arsenal,L Mason,16559.0,2.0,0.0,3.0,6.0,8.0,7.0,1.0,3.0,1.0,1.0,8.0,5.0,5.0,0.0,4.0,1.0,0.0,10.0,2.0,6.0,0.0,4.0,0.0,1.0,8.0,5.0,9.0,0.0,A
Newcastle,West Brom,C Foy,16564.0,0.0,0.0,5.0,3.0,12.0,7.0,3.0,1.0,0.0,4.0,5.0,9.0,5.0,0.0,2.0,1.0,2.0,6.0,7.0,8.0,1.0,2.0,1.0,2.0,4.0,5.0,9.0,1.0,D
Aston Villa,West Ham,L Mason,16564.0,2.0,1.0,2.0,10.0,11.0,7.0,1.0,2.0,1.0,2.0,9.0,9.0,5.0,1.0,1.0,2.0,2.0,3.0,5.0,11.0,0.0,0.0,2.0,3.0,3.0,9.0,8.0,0.0,H
Crystal Palace,Man United,M Oliver,16564.0,2.0,0.0,3.0,6.0,7.0,9.0,0.0,2.0,0.0,3.0,6.0,8.0,7.0,0.0,2.0,0.0,3.0,7.0,8.0,4.0,0.0,2.0,0.0,3.0,4.0,7.0,11.0,0.0,A
Everton,Sunderland,L Probert,16564.0,3.0,1.0,1.0,8.0,4.0,5.0,0.0,4.0,1.0,0.0,10.0,2.0,2.0,0.0,2.0,1.0,2.0,5.0,7.0,13.0,0.0,0.0,3.0,2.0,3.0,6.0,15.0,1.0,A
Hull,Burnley,M Atkinson,16564.0,2.0,0.0,3.0,5.0,8.0,9.0,1.0,2.0,1.0,2.0,7.0,8.0,6.0,0.0,0.0,1.0,4.0,0.0,4.0,11.0,2.0,0.0,1.0,4.0,1.0,7.0,7.0,2.0,A
Leicester,Southampton,R East,16564.0,4.0,0.0,1.0,10.0,5.0,4.0,0.0,3.0,1.0,1.0,8.0,4.0,2.0,0.0,1.0,1.0,3.0,6.0,7.0,10.0,1.0,0.0,1.0,4.0,3.0,7.0,11.0,1.0,H
Stoke,Tottenham,M Clattenburg,16564.0,1.0,2.0,2.0,5.0,7.0,11.0,1.0,3.0,1.0,1.0,7.0,4.0,9.0,0.0,1.0,2.0,2.0,5.0,5.0,13.0,0.0,2.0,2.0,1.0,7.0,7.0,10.0,0.0,H
Man City,QPR,M Dean,16565.0,3.0,0.0,2.0,9.0,8.0,11.0,0.0,5.0,0.0,0.0,15.0,2.0,6.0,0.0,1.0,2.0,2.0,8.0,7.0,13.0,1.0,1.0,1.0,3.0,10.0,11.0,17.0,2.0,H
Chelsea,Liverpool,A Marriner,16565.0,4.0,1.0,0.0,6.0,1.0,13.0,0.0,3.0,2.0,0.0,6.0,3.0,14.0,1.0,2.0,1.0,2.0,5.0,6.0,4.0,1.0,2.0,1.0,2.0,4.0,5.0,6.0,1.0,D
Arsenal,Swansea,K Friend,16566.0,4.0,1.0,0.0,10.0,3.0,5.0,0.0,4.0,1.0,0.0,11.0,2.0,10.0,0.0,3.0,1.0,1.0,9.0,6.0,9.0,0.0,3.0,0.0,2.0,7.0,7.0,4.0,0.0,A
West Ham,Everton,K Friend,16571.0,1.0,2.0,2.0,2.0,4.0,9.0,0.0,2.0,1.0,2.0,4.0,5.0,11.0,0.0,2.0,1.0,2.0,7.0,6.0,7.0,0.0,1.0,1.0,3.0,5.0,9.0,7.0,0.0,A
Burnley,Stoke,M Oliver,16571.0,1.0,0.0,4.0,1.0,4.0,10.0,2.0,1.0,1.0,3.0,1.0,3.0,9.0,0.0,2.0,2.0,1.0,7.0,5.0,5.0,1.0,1.0,1.0,3.0,4.0,7.0,14.0,1.0,D
Liverpool,Crystal Palace,J Moss,16571.0,2.0,2.0,1.0,5.0,3.0,7.0,0.0,4.0,0.0,1.0,9.0,4.0,7.0,1.0,1.0,0.0,4.0,5.0,8.0,7.0,0.0,3.0,0.0,2.0,9.0,5.0,12.0,1.0,A
QPR,Newcastle,L Probert,16571.0,0.0,2.0,3.0,4.0,12.0,11.0,1.0,0.0,1.0,4.0,3.0,7.0,8.0,0.0,0.0,1.0,4.0,4.0,12.0,7.0,3.0,0.0,0.0,5.0,0.0,14.0,8.0,4.0,H
Southampton,Aston Villa,R Madley,16571.0,1.0,1.0,3.0,6.0,8.0,9.0,1.0,3.0,1.0,1.0,7.0,4.0,5.0,0.0,3.0,1.0,1.0,10.0,8.0,7.0,1.0,2.0,0.0,3.0,8.0,7.0,11.0,1.0,H
Sunderland,Leicester,M Atkinson,16571.0,3.0,1.0,1.0,7.0,6.0,15.0,0.0,2.0,1.0,2.0,4.0,9.0,11.0,0.0,4.0,0.0,1.0,9.0,3.0,3.0,0.0,2.0,1.0,2.0,9.0,10.0,5.0,0.0,D
Tottenham,Hull,A Taylor,16571.0,1.0,1.0,3.0,5.0,8.0,13.0,1.0,2.0,1.0,2.0,9.0,9.0,9.0,0.0,2.0,0.0,3.0,4.0,6.0,5.0,0.0,1.0,1.0,3.0,3.0,6.0,11.0,2.0,H
Man United,Arsenal,M Dean,16572.0,2.0,0.0,3.0,6.0,8.0,5.0,0.0,4.0,0.0,1.0,12.0,4.0,3.0,0.0,3.0,1.0,1.0,8.0,3.0,5.0,0.0,5.0,0.0,0.0,10.0,4.0,4.0,0.0,D
Swansea,Man City,M Clattenburg,16572.0,3.0,1.0,1.0,7.0,5.0,9.0,0.0,3.0,1.0,1.0,8.0,4.0,7.0,0.0,4.0,0.0,1.0,14.0,6.0,10.0,0.0,1.0,0.0,4.0,5.0,9.0,12.0,0.0,A
West Brom,Chelsea,M Jones,16573.0,2.0,2.0,1.0,6.0,4.0,9.0,0.0,2.0,1.0,2.0,5.0,7.0,8.0,1.0,3.0,2.0,0.0,6.0,2.0,16.0,0.0,4.0,1.0,0.0,8.0,3.0,10.0,0.0,H
Arsenal,Sunderland,A Taylor,16575.0,2.0,2.0,1.0,5.0,3.0,4.0,0.0,3.0,1.0,1.0,9.0,2.0,8.0,0.0,2.0,2.0,1.0,6.0,6.0,14.0,0.0,1.0,2.0,2.0,4.0,5.0,14.0,1.0,D
Man City,Southampton,C Foy,16579.0,5.0,0.0,0.0,16.0,4.0,10.0,0.0,5.0,0.0,0.0,16.0,2.0,3.0,0.0,1.0,1.0,3.0,10.0,9.0,8.0,1.0,0.0,1.0,4.0,3.0,8.0,10.0,1.0,H
Stoke,Liverpool,A Taylor,16579.0,2.0,2.0,1.0,6.0,4.0,6.0,1.0,3.0,1.0,1.0,9.0,4.0,7.0,0.0,1.0,2.0,2.0,4.0,6.0,7.0,0.0,1.0,2.0,2.0,3.0,6.0,6.0,1.0,H
Leicester,QPR,M Oliver,16579.0,3.0,1.0,1.0,7.0,3.0,4.0,0.0,4.0,0.0,1.0,10.0,4.0,3.0,0.0,1.0,1.0,3.0,3.0,10.0,9.0,1.0,1.0,1.0,3.0,9.0,15.0,14.0,1.0,H
Hull,Man United,L Probert,16579.0,2.0,0.0,3.0,4.0,6.0,6.0,0.0,1.0,1.0,3.0,5.0,8.0,7.0,0.0,1.0,1.0,3.0,3.0,7.0,6.0,0.0,3.0,0.0,2.0,5.0,6.0,8.0,0.0,D
Newcastle,West Ham,M Atkinson,16579.0,0.0,1.0,4.0,5.0,12.0,7.0,2.0,0.0,1.0,4.0,5.0,10.0,6.0,0.0,1.0,1.0,3.0,2.0,5.0,7.0,0.0,0.0,1.0,4.0,1.0,8.0,7.0,0.0,H
Crystal Palace,Swansea,C Pawson,16579.0,1.0,0.0,4.0,4.0,8.0,8.0,0.0,2.0,0.0,3.0,6.0,8.0,6.0,0.0,3.0,0.0,2.0,8.0,8.0,6.0,0.0,3.0,0.0,2.0,7.0,7.0,5.0,0.0,H
Chelsea,Sunderland,L Mason,16579.0,2.0,2.0,1.0,5.0,5.0,11.0,1.0,3.0,2.0,0.0,6.0,3.0,17.0,0.0,2.0,3.0,0.0,5.0,2.0,12.0,0.0,1.0,3.0,1.0,4.0,3.0,13.0,0.0,H
Aston Villa,Burnley,M Jones,16579.0,3.0,0.0,2.0,8.0,11.0,8.0,1.0,3.0,1.0,1.0,9.0,7.0,5.0,0.0,1.0,1.0,3.0,1.0,3.0,9.0,2.0,1.0,0.0,4.0,1.0,6.0,6.0,2.0,A
Arsenal,West Brom,R Madley,16579.0,1.0,3.0,1.0,4.0,3.0,5.0,0.0,2.0,2.0,1.0,7.0,2.0,7.0,0.0,3.0,2.0,0.0,7.0,1.0,10.0,0.0,2.0,1.0,2.0,5.0,6.0,10.0,1.0,H
Everton,Tottenham,J Moss,16579.0,3.0,0.0,2.0,8.0,6.0,8.0,0.0,4.0,0.0,1.0,8.0,2.0,4.0,0.0,2.0,1.0,2.0,7.0,7.0,13.0,1.0,1.0,2.0,2.0,5.0,9.0,8.0,1.0,A
Chelsea,Swansea,M Oliver,16655.0,3.0,1.0,1.0,8.0,6.0,10.0,1.0,4.0,1.0,0.0,8.0,3.0,16.0,0.0,3.0,0.0,2.0,8.0,7.0,4.0,0.0,3.0,0.0,2.0,5.0,5.0,5.0,0.0,D
Leicester,Sunderland,L Mason,16655.0,3.0,1.0,1.0,11.0,4.0,4.0,0.0,4.0,0.0,1.0,13.0,4.0,3.0,0.0,2.0,2.0,1.0,5.0,4.0,10.0,0.0,1.0,2.0,2.0,4.0,5.0,8.0,0.0,H
Man United,Tottenham,J Moss,16655.0,1.0,2.0,2.0,3.0,6.0,7.0,1.0,3.0,1.0,1.0,11.0,5.0,3.0,0.0,2.0,1.0,2.0,5.0,6.0,11.0,1.0,2.0,2.0,1.0,6.0,6.0,9.0,1.0,H
Norwich,Crystal Palace,S Hooper,16655.0,0.0,1.0,4.0,2.0,10.0,11.0,0.0,1.0,1.0,3.0,5.0,7.0,7.0,0.0,2.0,0.0,3.0,5.0,6.0,8.0,0.0,3.0,0.0,2.0,9.0,5.0,13.0,0.0,A
Stoke,Liverpool,A Taylor,16656.0,2.0,2.0,1.0,10.0,4.0,10.0,1.0,3.0,1.0,1.0,13.0,5.0,9.0,0.0,1.0,1.0,3.0,5.0,12.0,9.0,0.0,0.0,2.0,3.0,3.0,12.0,5.0,1.0,A
Newcastle,Southampton,C Pawson,16656.0,1.0,1.0,3.0,6.0,9.0,7.0,2.0,1.0,1.0,3.0,7.0,9.0,7.0,0.0,1.0,1.0,3.0,9.0,9.0,5.0,1.0,0.0,0.0,5.0,2.0,9.0,8.0,1.0,D
Arsenal,West Ham,M Atkinson,16656.0,2.0,2.0,1.0,8.0,4.0,2.0,0.0,2.0,2.0,1.0,8.0,3.0,7.0,0.0,1.0,1.0,3.0,2.0,5.0,6.0,0.0,0.0,1.0,4.0,1.0,7.0,7.0,0.0,A
West Brom,Man City,M Dean,16657.0,2.0,2.0,1.0,6.0,5.0,7.0,0.0,2.0,1.0,2.0,7.0,7.0,9.0,1.0,5.0,0.0,0.0,16.0,4.0,9.0,0.0,2.0,0.0,3.0,8.0,9.0,12.0,0.0,A
Aston Villa,Man United,M Dean,16661.0,3.0,0.0,2.0,6.0,9.0,9.0,0.0,2.0,1.0,2.0,7.0,7.0,4.0,0.0,2.0,2.0,1.0,4.0,3.0,7.0,1.0,2.0,1.0,2.0,4.0,6.0,8.0,1.0,A
Southampton,Everton,M Oliver,16662.0,1.0,1.0,3.0,9.0,9.0,8.0,1.0,4.0,1.0,0.0,13.0,3.0,4.0,0.0,1.0,1.0,3.0,6.0,9.0,9.0,0.0,2.0,1.0,2.0,7.0,8.0,11.0,0.0,A
Sunderland,Norwich,K Friend,16662.0,1.0,2.0,2.0,5.0,7.0,12.0,0.0,2.0,1.0,2.0,4.0,9.0,14.0,0.0,0.0,1.0,4.0,3.0,12.0,9.0,0.0,0.0,1.0,4.0,2.0,12.0,11.0,0.0,A
Swansea,Newcastle,M Jones,16662.0,2.0,1.0,2.0,7.0,7.0,5.0,0.0,2.0,1.0,2.0,8.0,7.0,5.0,0.0,1.0,2.0,2.0,6.0,8.0,8.0,2.0,0.0,0.0,5.0,1.0,11.0,6.0,4.0,H
Tottenham,Stoke,R Madley,16662.0,2.0,0.0,3.0,3.0,5.0,11.0,1.0,3.0,0.0,2.0,9.0,7.0,12.0,0.0,2.0,1.0,2.0,9.0,4.0,10.0,1.0,0.0,2.0,3.0,2.0,6.0,13.0,1.0,D
West Ham,Leicester,A Taylor,16662.0,2.0,0.0,3.0,4.0,5.0,9.0,0.0,2.0,1.0,2.0,4.0,4.0,10.0,0.0,4.0,1.0,0.0,14.0,3.0,5.0,0.0,2.0,1.0,2.0,7.0,8.0,5.0,0.0,A
Man City,Chelsea,M Atkinson,16663.0,5.0,0.0,0.0,16.0,2.0,9.0,0.0,5.0,0.0,0.0,16.0,2.0,4.0,0.0,2.0,2.0,1.0,7.0,7.0,11.0,2.0,3.0,1.0,1.0,7.0,6.0,8.0,1.0,H
Crystal Palace,Arsenal,L Mason,16663.0,3.0,0.0,2.0,8.0,5.0,8.0,0.0,2.0,0.0,3.0,4.0,7.0,8.0,0.0,1.0,2.0,2.0,5.0,5.0,3.0,0.0,4.0,1.0,0.0,9.0,4.0,1.0,0.0,A
Sunderland,Swansea,N Swarbrick,16669.0,0.0,2.0,3.0,4.0,10.0,10.0,0.0,2.0,1.0,2.0,5.0,8.0,14.0,0.0,2.0,1.0,2.0,7.0,7.0,6.0,0.0,2.0,1.0,2.0,6.0,7.0,8.0,0.0,D
Norwich,Stoke,M Dean,16669.0,1.0,1.0,3.0,4.0,10.0,8.0,0.0,1.0,0.0,4.0,5.0,9.0,8.0,0.0,2.0,2.0,1.0,11.0,4.0,10.0,0.0,0.0,3.0,2.0,4.0,7.0,13.0,1.0,D
Leicester,Tottenham,M Atkinson,16669.0,4.0,1.0,0.0,13.0,4.0,7.0,0.0,4.0,0.0,1.0,15.0,6.0,5.0,0.0,2.0,1.0,2.0,5.0,6.0,10.0,1.0,2.0,1.0,2.0,6.0,7.0,12.0,1.0,D
Crystal Palace,Aston Villa,K Stroud,16669.0,3.0,0.0,2.0,9.0,6.0,7.0,0.0,1.0,0.0,4.0,3.0,8.0,7.0,0.0,2.0,0.0,3.0,3.0,8.0,9.0,0.0,2.0,0.0,3.0,6.0,12.0,10.0,1.0,H
Man United,Newcastle,C Pawson,16669.0,3.0,2.0,0.0,5.0,2.0,8.0,1.0,3.0,1.0,1.0,9.0,5.0,4.0,0.0,1.0,2.0,2.0,6.0,7.0,7.0,1.0,0.0,0.0,5.0,1.0,10.0,5.0,4.0,D
Everton,Man City,A Taylor,16670.0,2.0,1.0,2.0,7.0,6.0,10.0,0.0,2.0,1.0,2.0,6.0,5.0,5.0,0.0,5.0,0.0,0.0,18.0,2.0,9.0,0.0,3.0,0.0,2.0,11.0,8.0,12.0,0.0,A
West Brom,Chelsea,M Clattenburg,16670.0,1.0,2.0,2.0,5.0,8.0,12.0,0.0,1.0,1.0,3.0,6.0,10.0,12.0,1.0,1.0,2.0,2.0,6.0,10.0,11.0,2.0,2.0,1.0,2.0,4.0,7.0,8.0,1.0,A
Arsenal,Liverpool,M Oliver,16671.0,2.0,2.0,1.0,7.0,5.0,4.0,0.0,1.0,2.0,2.0,4.0,4.0,7.0,0.0,2.0,1.0,2.0,5.0,10.0,12.0,0.0,1.0,2.0,2.0,3.0,8.0,9.0,0.0,D
Liverpool,West Ham,K Friend,16676.0,2.0,1.0,2.0,4.0,9.0,13.0,0.0,3.0,0.0,2.0,7.0,6.0,9.0,1.0,1.0,0.0,4.0,7.0,10.0,6.0,2.0,1.0,1.0,3.0,2.0,5.0,7.0,0.0,A
Tottenham,Everton,M Jones,16676.0,2.0,2.0,1.0,6.0,4.0,14.0,0.0,2.0,1.0,2.0,8.0,7.0,13.0,0.0,2.0,1.0,2.0,7.0,6.0,8.0,0.0,3.0,1.0,1.0,10.0,6.0,11.0,0.0,D
Stoke,West Brom,M Oliver,16676.0,1.0,3.0,1.0,9.0,5.0,11.0,0.0,3.0,1.0,1.0,12.0,4.0,8.0,0.0,1.0,1.0,3.0,6.0,10.0,11.0,0.0,2.0,2.0,1.0,5.0,5.0,8.0,0.0,A
Newcastle,Arsenal,A Marriner,16676.0,1.0,2.0,2.0,5.0,6.0,7.0,1.0,1.0,2.0,2.0,8.0,9.0,9.0,0.0,2.0,2.0,1.0,6.0,4.0,5.0,0.0,4.0,1.0,0.0,9.0,4.0,1.0,0.0,A
Chelsea,Crystal Palace,C Pawson,16676.0,2.0,1.0,2.0,8.0,11.0,8.0,3.0,3.0,2.0,0.0,8.0,4.0,16.0,1.0,4.0,0.0,1.0,10.0,5.0,10.0,0.0,4.0,0.0,1.0,12.0,5.0,11.0,0.0,A
Aston Villa,Sunderland,R Madley,16676.0,1.0,0.0,4.0,3.0,10.0,11.0,0.0,2.0,1.0,2.0,7.0,7.0,6.0,0.0,0.0,2.0,3.0,5.0,11.0,10.0,0.0,1.0,2.0,2.0,6.0,8.0,11.0,0.0,D
Swansea,Man United,M Atkinson,16677.0,1.0,2.0,2.0,7.0,8.0,7.0,0.0,3.0,1.0,1.0,10.0,6.0,7.0,0.0,2.0,3.0,0.0,3.0,1.0,9.0,1.0,2.0,1.0,2.0,3.0,5.0,8.0,1.0,H
Southampton,Norwich,J Moss,16677.0,1.0,2.0,2.0,8.0,8.0,12.0,0.0,3.0,1.0,1.0,12.0,6.0,8.0,0.0,1.0,2.0,2.0,5.0,7.0,11.0,0.0,1.0,1.0,3.0,3.0,9.0,11.0,0.0,H
Everton,Chelsea,A Marriner,16690.0,1.0,2.0,2.0,5.0,5.0,5.0,0.0,1.0,1.0,3.0,5.0,7.0,4.0,0.0,2.0,1.0,2.0,9.0,10.0,7.0,2.0,2.0,1.0,2.0,6.0,9.0,8.0,2.0,H
West Brom,Southampton,S Attwell,16690.0,1.0,1.0,3.0,4.0,10.0,12.0,0.0,1.0,1.0,3.0,7.0,9.0,12.0,0.0,1.0,2.0,2.0,5.0,7.0,11.0,0.0,0.0,2.0,3.0,3.0,8.0,9.0,1.0,D
Crystal Palace,Man City,M Jones,16690.0,4.0,0.0,1.0,9.0,5.0,8.0,0.0,2.0,0.0,3.0,5.0,7.0,7.0,0.0,5.0,0.0,0.0,12.0,0.0,10.0,0.0,4.0,0.0,1.0,12.0,6.0,14.0,0.0,A
Arsenal,Stoke,J Moss,16690.0,3.0,1.0,1.0,7.0,4.0,5.0,0.0,1.0,2.0,2.0,4.0,4.0,4.0,0.0,1.0,2.0,2.0,9.0,6.0,10.0,2.0,0.0,4.0,1.0,4.0,6.0,8.0,1.0,H
Man United,Liverpool,M Oliver,16690.0,2.0,2.0,1.0,3.0,2.0,10.0,1.0,2.0,2.0,1.0,6.0,4.0,6.0,0.0,2.0,1.0,2.0,3.0,9.0,14.0,1.0,1.0,2.0,2.0,3.0,8.0,13.0,0.0,H
Leicester,Aston Villa,M Dean,16691.0,3.0,2.0,0.0,13.0,6.0,10.0,0.0,4.0,1.0,0.0,15.0,4.0,5.0,0.0,1.0,1.0,3.0,4.0,6.0,12.0,0.0,2.0,0.0,3.0,6.0,11.0,12.0,1.0,H
Sunderland,Tottenham,C Pawson,16691.0,0.0,2.0,3.0,7.0,13.0,11.0,0.0,1.0,2.0,2.0,5.0,9.0,13.0,0.0,1.0,3.0,1.0,4.0,4.0,15.0,0.0,1.0,2.0,2.0,4.0,7.0,12.0,1.0,A
West Ham,Newcastle,A Taylor,16692.0,2.0,0.0,3.0,9.0,8.0,6.0,3.0,1.0,1.0,3.0,7.0,9.0,8.0,2.0,1.0,2.0,2.0,4.0,5.0,13.0,2.0,0.0,1.0,4.0,1.0,9.0,5.0,4.0,H
Aston Villa,West Brom,M Atkinson,16697.0,1.0,1.0,3.0,6.0,8.0,12.0,0.0,2.0,1.0,2.0,6.0,6.0,8.0,0.0,1.0,2.0,2.0,3.0,6.0,13.0,0.0,2.0,2.0,1.0,4.0,5.0,9.0,0.0,A
Chelsea,Arsenal,M Dean,16697.0,1.0,1.0,3.0,7.0,12.0,7.0,2.0,2.0,2.0,1.0,8.0,6.0,10.0,1.0,3.0,1.0,1.0,5.0,3.0,5.0,0.0,4.0,1.0,0.0,8.0,3.0,2.0,0.0,H
Man City,West Ham,R Madley,16697.0,5.0,0.0,0.0,11.0,0.0,12.0,0.0,5.0,0.0,0.0,16.0,2.0,7.0,0.0,3.0,0.0,2.0,11.0,6.0,5.0,3.0,2.0,1.0,2.0,5.0,3.0,6.0,1.0,A
Stoke,Leicester,A Marriner,16697.0,0.0,2.0,3.0,3.0,7.0,7.0,2.0,2.0,1.0,2.0,10.0,4.0,9.0,2.0,3.0,2.0,0.0,11.0,7.0,12.0,0.0,3.0,2.0,0.0,7.0,4.0,10.0,0.0,D
Swansea,Everton,S Attwell,16697.0,2.0,2.0,1.0,7.0,5.0,10.0,0.0,3.0,1.0,1.0,9.0,6.0,8.0,0.0,2.0,2.0,1.0,8.0,5.0,6.0,0.0,2.0,2.0,1.0,8.0,5.0,11.0,0.0,D
Southampton,Man United,M Clattenburg,16698.0,1.0,3.0,1.0,5.0,5.0,10.0,0.0,3.0,1.0,1.0,13.0,6.0,8.0,0.0,3.0,1.0,1.0,6.0,3.0,9.0,0.0,2.0,1.0,2.0,4.0,6.0,9.0,1.0,A
Liverpool,Norwich,A Taylor,16698.0,2.0,1.0,2.0,3.0,6.0,14.0,1.0,3.0,0.0,2.0,6.0,7.0,10.0,1.0,2.0,1.0,2.0,8.0,9.0,9.0,1.0,1.0,1.0,3.0,3.0,9.0,9.0,1.0,D
Tottenham,Crystal Palace,M Oliver,16698.0,1.0,3.0,1.0,4.0,4.0,14.0,0.0,1.0,2.0,2.0,4.0,4.0,15.0,0.0,3.0,0.0,2.0,8.0,6.0,7.0,0.0,4.0,0.0,1.0,12.0,5.0,8.0,0.0,H
West Ham,Norwich,M Dean,16704.0,3.0,0.0,2.0,11.0,7.0,4.0,3.0,2.0,0.0,3.0,8.0,8.0,5.0,2.0,2.0,2.0,1.0,8.0,7.0,10.0,1.0,1.0,2.0,2.0,4.0,9.0,8.0,1.0,D
Southampton,Swansea,R East,16704.0,1.0,2.0,2.0,5.0,6.0,8.0,0.0,2.0,1.0,2.0,13.0,9.0,8.0,0.0,2.0,2.0,1.0,5.0,3.0,9.0,0.0,1.0,2.0,2.0,4.0,5.0,7.0,0.0,H
Tottenham,Man City,M Clattenburg,16704.0,2.0,3.0,0.0,5.0,3.0,12.0,0.0,2.0,2.0,1.0,5.0,3.0,13.0,0.0,4.0,0.0,1.0,9.0,2.0,12.0,0.0,5.0,0.0,0.0,11.0,2.0,14.0,0.0,H
Man United,Sunderland,M Jones,16704.0,3.0,1.0,1.0,8.0,5.0,7.0,0.0,2.0,2.0,1.0,5.0,3.0,7.0,0.0,0.0,2.0,3.0,4.0,9.0,12.0,1.0,0.0,2.0,3.0,5.0,11.0,10.0,1.0,H
Liverpool,Aston Villa,J Moss,16704.0,1.0,2.0,2.0,3.0,7.0,11.0,1.0,2.0,1.0,2.0,5.0,8.0,9.0,1.0,0.0,1.0,4.0,5.0,9.0,10.0,0.0,1.0,0.0,4.0,7.0,14.0,11.0,0.0,H
Newcastle,Chelsea,M Atkinson,16704.0,0.0,1.0,4.0,1.0,7.0,12.0,2.0,1.0,2.0,2.0,6.0,6.0,13.0,1.0,2.0,0.0,3.0,7.0,10.0,9.0,1.0,2.0,0.0,3.0,7.0,12.0,7.0,2.0,D
Leicester,Arsenal,C Pawson,16704.0,2.0,3.0,0.0,9.0,7.0,14.0,0.0,4.0,1.0,0.0,15.0,6.0,6.0,0.0,3.0,1.0,1.0,5.0,3.0,5.0,2.0,3.0,1.0,1.0,7.0,5.0,3.0,2.0,A
West Brom,Everton,R Madley,16706.0,2.0,2.0,1.0,4.0,3.0,12.0,0.0,1.0,2.0,2.0,5.0,6.0,11.0,0.0,2.0,2.0,1.0,6.0,3.0,7.0,1.0,2.0,2.0,1.0,7.0,4.0,10.0,1.0,A
Sunderland,West Ham,N Swarbrick,16711.0,0.0,2.0,3.0,3.0,9.0,14.0,1.0,1.0,2.0,2.0,4.0,6.0,13.0,0.0,3.0,1.0,1.0,12.0,7.0,3.0,2.0,3.0,0.0,2.0,7.0,4.0,8.0,1.0,D
Norwich,Leicester,M Clattenburg,16711.0,1.0,3.0,1.0,7.0,8.0,8.0,1.0,1.0,1.0,3.0,7.0,10.0,11.0,0.0,1.0,3.0,1.0,9.0,11.0,12.0,0.0,2.0,3.0,0.0,6.0,4.0,12.0,0.0,A
Man City,Newcastle,K Friend,16711.0,3.0,0.0,2.0,7.0,6.0,9.0,0.0,4.0,0.0,1.0,14.0,2.0,7.0,0.0,0.0,2.0,3.0,3.0,7.0,12.0,1.0,0.0,1.0,4.0,1.0,9.0,7.0,3.0,H
Crystal Palace,West Brom,J Moss,16711.0,3.0,0.0,2.0,5.0,4.0,12.0,0.0,2.0,0.0,3.0,5.0,6.0,9.0,0.0,2.0,1.0,2.0,6.0,6.0,10.0,0.0,2.0,2.0,1.0,4.0,5.0,12.0,0.0,H
Chelsea,Southampton,R Madley,16711.0,2.0,1.0,2.0,9.0,9.0,9.0,1.0,2.0,2.0,1.0,9.0,6.0,11.0,1.0,2.0,2.0,1.0,8.0,4.0,7.0,0.0,0.0,3.0,2.0,2.0,6.0,7.0,0.0,A
Aston Villa,Stoke,M Jones,16711.0,0.0,1.0,4.0,7.0,11.0,8.0,0.0,1.0,1.0,3.0,3.0,5.0,8.0,0.0,1.0,2.0,2.0,5.0,7.0,5.0,2.0,0.0,3.0,2.0,3.0,7.0,8.0,1.0,A
Arsenal,Man United,A Taylor,16712.0,3.0,1.0,1.0,8.0,4.0,5.0,2.0,2.0,2.0,1.0,6.0,3.0,5.0,0.0,3.0,1.0,1.0,10.0,5.0,5.0,0.0,3.0,1.0,1.0,7.0,5.0,7.0,1.0,H
