home,away,Referee,time,H_Enemy_Acc,A_Enemy_Acc,HAccP - AAccP,H/A,HWin,HDraw,HLose,H goal Diff,AWin,ADraw,ALose,A goal diff,moraldiff + h-a,H_atkPass_ratio,A_atkPass_ratio,HS_Acc,AS_Acc,HST_Acc,AST_Acc,H_poss_Acc,A_poss_Acc,H_atk_3rd_Acc,A_atk_3rd_Acc,H_atk_3rd_tot_Acc,A_atk_3rd_tot_Acc,H_red_goal_Acc,A_red_goal_Acc,H_red_on_Acc,A_red_on_Acc,H_red_tot_Acc,A_red_tot_Acc,H_chance_goal_Acc,A_chance_goal_Acc,H_chance_tot_Acc,A_chance_tot_Acc,H_successful_tackle_Acc,A_successful_tackle_Acc,H_tackle_tot_Acc,A_tackle_tot_Acc,H_successful_clearance_Acc,A_successful_clearance_Acc,H_clearance_tot_Acc,A_clearance_tot_Acc,H_interceptions_Acc,A_interceptions_Acc,H_blocks_Acc,A_blocks_Acc,HS_Acc/AS_Acc,HST_Acc/AST_Acc,H_poss_Acc/A_poss_Acc,H_atk_3rd_Acc/A_atk_3rd_Acc,H_atk_3rd_tot_Acc/A_atk_3rd_tot_Acc,H_red_goal_Acc/A_red_goal_Acc,H_red_on_Acc/A_red_on_Acc,H_red_tot_Acc/A_red_tot_Acc,H_chance_goal_Acc/A_chance_goal_Acc,H_chance_tot_Acc/A_chance_tot_Acc,H_successful_tackle_Acc/A_successful_tackle_Acc,H_tackle_tot_Acc/A_tackle_tot_Acc,H_successful_clearance_Acc/A_successful_clearance_Acc,H_clearance_tot_Acc/A_clearance_tot_Acc,H_interceptions_Acc/A_interceptions_Acc,H_blocks_Acc/A_blocks_Acc,y
Stoke,Watford,M Atkinson,16732.0,6.0,1.2727272727272727,3.0,1.0,1.0,1.0,2.0,1.0,2.0,-2.0,9.653969508752116,0.5963488843813387,0.6161137440758294,4.0,6.0,49.0,64.0,20.0,15.0,218.7,214.3,294.0,390.0,493.0,633.0,6.0,4.0,4.0,6.0,28.0,30.0,4.0,3.0,38.0,45.0,122.0,103.0,192.0,167.0,97.0,82.0,138.0,131.0,71.0,86.0,21.0,17.0,0.765625,1.3333333333333333,1.0205319645356976,0.7538461538461538,0.7788309636650869,1.5,0.6666666666666666,0.9333333333333333,1.3333333333333333,0.8444444444444444,1.1844660194174756,1.1497005988023952,1.1829268292682926,1.0534351145038168,0.8255813953488372,1.2352941176470589,A
Arsenal,Everton,L Mason,16732.0,11.0,1.3333333333333333,4.0,0.0,1.0,9.0,2.0,2.0,1.0,0.0,9.78129370629371,0.7720685111989459,0.6827195467422096,3.0,7.0,93.0,69.0,37.0,22.0,268.6,241.59999999999997,586.0,482.0,759.0,706.0,12.0,6.0,20.0,10.0,72.0,40.0,12.0,6.0,78.0,49.0,106.0,109.0,164.0,157.0,112.0,103.0,148.0,158.0,102.0,70.0,18.0,17.0,1.3478260869565217,1.6818181818181819,1.1117549668874174,1.2157676348547717,1.075070821529745,2.0,2.0,1.8,2.0,1.5918367346938775,0.9724770642201835,1.0445859872611465,1.087378640776699,0.9367088607594937,1.457142857142857,1.0588235294117647,H
Leicester,Crystal Palace,M Dean,16732.0,6.0,1.1764705882352942,2.0,2.0,1.0,-1.0,2.0,0.0,3.0,-1.0,14.146739355447394,0.6175115207373272,0.6236559139784946,7.0,7.0,91.0,65.0,30.0,18.0,220.6,228.39999999999992,402.0,348.0,651.0,558.0,11.0,4.0,11.0,7.0,58.0,32.0,9.0,1.0,67.0,41.0,118.0,99.0,183.0,149.0,91.0,120.0,141.0,174.0,114.0,81.0,28.0,28.0,1.4,1.6666666666666667,0.9658493870402806,1.1551724137931034,1.1666666666666667,2.75,1.5714285714285714,1.8125,9.0,1.6341463414634145,1.1919191919191918,1.2281879194630871,0.7583333333333333,0.8103448275862069,1.4074074074074074,1.0,H
West Ham,Chelsea,J Moss,16732.0,-10.0,0.7222222222222222,3.0,2.0,0.0,5.0,2.0,1.0,2.0,0.0,8.770445134575567,0.6979969183359014,0.7305644302449414,7.0,3.0,86.0,72.0,23.0,19.0,227.90000000000006,298.99999999999994,453.0,686.0,649.0,939.0,9.0,2.0,7.0,5.0,50.0,34.0,8.0,4.0,67.0,57.0,101.0,124.0,144.0,179.0,106.0,64.0,151.0,92.0,90.0,74.0,25.0,13.0,1.1944444444444444,1.2105263157894737,0.7622073578595321,0.6603498542274052,0.691160809371672,4.5,1.4,1.4705882352941178,2.0,1.1754385964912282,0.8145161290322581,0.8044692737430168,1.65625,1.641304347826087,1.2162162162162162,1.9230769230769231,H
Man United,Man City,M Clattenburg,16733.0,-6.0,0.8695652173913043,4.0,0.0,1.0,6.0,3.0,0.0,2.0,6.0,6.359576522633738,0.7544696066746126,0.772937905468026,3.0,3.0,50.0,108.0,25.0,45.0,297.2000000000002,304.4000000000001,633.0,834.0,839.0,1079.0,12.0,11.0,5.0,19.0,24.0,69.0,7.0,11.0,35.0,79.0,101.0,86.0,160.0,143.0,84.0,90.0,107.0,119.0,76.0,76.0,10.0,7.0,0.46296296296296297,0.5555555555555556,0.9763469119579505,0.7589928057553957,0.7775718257645968,1.0909090909090908,0.2631578947368421,0.34782608695652173,0.6363636363636364,0.4430379746835443,1.1744186046511629,1.118881118881119,0.9333333333333333,0.8991596638655462,1.0,1.4285714285714286,D
Bournemouth,Tottenham,R East,16733.0,-12.0,0.625,1.0,1.0,3.0,-5.0,3.0,2.0,0.0,5.0,-28.20437533753186,0.6831530139103554,0.6624605678233438,8.0,2.0,50.0,84.0,20.0,33.0,260.6,261.9000000000001,442.0,420.0,647.0,634.0,4.0,5.0,7.0,13.0,24.0,42.0,4.0,4.0,44.0,63.0,77.0,144.0,134.0,189.0,70.0,131.0,95.0,181.0,80.0,98.0,9.0,26.0,0.5952380952380952,0.6060606060606061,0.9950362733867886,1.0523809523809524,1.0205047318611988,0.8,0.5384615384615384,0.5714285714285714,1.0,0.6984126984126984,0.5347222222222222,0.708994708994709,0.5343511450381679,0.5248618784530387,0.8163265306122449,0.34615384615384615,A
Liverpool,Southampton,A Marriner,16733.0,0.0,1.0,1.0,3.0,1.0,-1.0,2.0,2.0,1.0,3.0,-7.682971158957997,0.6912568306010929,0.6859083191850595,2.0,8.0,77.0,74.0,30.0,30.0,268.7,237.6,506.0,404.0,732.0,589.0,5.0,8.0,15.0,11.0,49.0,50.0,5.0,6.0,61.0,55.0,126.0,84.0,179.0,116.0,75.0,115.0,109.0,160.0,58.0,87.0,17.0,19.0,1.0405405405405406,1.0,1.1308922558922558,1.2524752475247525,1.2427843803056027,0.625,1.3636363636363635,0.98,0.8333333333333334,1.1090909090909091,1.5,1.543103448275862,0.6521739130434783,0.68125,0.6666666666666666,0.8947368421052632,D
Sunderland,Newcastle,R Madley,16733.0,6.0,1.5454545454545454,0.0,1.0,4.0,-7.0,1.0,1.0,3.0,-4.0,-4.166595307300705,0.5730088495575221,0.6612612612612613,8.0,7.0,51.0,57.0,13.0,24.0,210.6,233.19999999999987,259.0,367.0,452.0,555.0,1.0,9.0,8.0,10.0,24.0,35.0,2.0,9.0,40.0,43.0,119.0,103.0,173.0,157.0,102.0,70.0,159.0,112.0,68.0,99.0,22.0,22.0,0.8947368421052632,0.5416666666666666,0.9030874785591771,0.7057220708446866,0.8144144144144144,0.1111111111111111,0.8,0.6857142857142857,0.2222222222222222,0.9302325581395349,1.1553398058252426,1.1019108280254777,1.457142857142857,1.4196428571428572,0.6868686868686869,1.0,H
West Brom,Leicester,A Taylor,16739.0,-13.0,0.6904761904761905,3.0,0.0,2.0,0.0,2.0,2.0,1.0,-1.0,-15.3135295723531,0.5637254901960784,0.5877616747181964,7.0,3.0,42.0,82.0,17.0,27.0,221.2,219.7,345.0,365.0,612.0,621.0,5.0,9.0,5.0,11.0,25.0,52.0,3.0,7.0,30.0,57.0,75.0,107.0,126.0,172.0,133.0,109.0,175.0,166.0,92.0,120.0,23.0,26.0,0.5121951219512195,0.6296296296296297,1.0068274920345925,0.9452054794520548,0.9855072463768116,0.5555555555555556,0.45454545454545453,0.4807692307692308,0.42857142857142855,0.5263157894736842,0.7009345794392523,0.7325581395348837,1.2201834862385321,1.0542168674698795,0.7666666666666667,0.8846153846153846,A
Watford,West Ham,K Stroud,16739.0,-5.0,0.8275862068965517,2.0,1.0,2.0,-1.0,3.0,2.0,0.0,4.0,-19.66655084046389,0.6114754098360655,0.6772655007949125,7.0,7.0,60.0,81.0,12.0,25.0,208.5,233.70000000000005,373.0,426.0,610.0,629.0,4.0,10.0,2.0,7.0,27.0,47.0,4.0,8.0,43.0,64.0,106.0,100.0,171.0,148.0,83.0,104.0,131.0,144.0,81.0,72.0,19.0,21.0,0.7407407407407407,0.48,0.8921694480102694,0.8755868544600939,0.9697933227344993,0.4,0.2857142857142857,0.574468085106383,0.5,0.671875,1.06,1.1554054054054055,0.7980769230769231,0.9097222222222222,1.125,0.9047619047619048,H
Swansea,Arsenal,K Friend,16739.0,-14.0,0.6818181818181818,1.0,2.0,2.0,-2.0,4.0,0.0,1.0,8.0,-22.92815517815518,0.6635687732342007,0.7670299727520435,7.0,3.0,59.0,84.0,15.0,30.0,258.2,256.9,357.0,563.0,538.0,734.0,3.0,12.0,6.0,14.0,28.0,64.0,2.0,12.0,43.0,70.0,80.0,108.0,128.0,176.0,83.0,114.0,120.0,154.0,80.0,111.0,17.0,17.0,0.7023809523809523,0.5,1.0050603347606073,0.6341030195381883,0.7329700272479565,0.25,0.42857142857142855,0.4375,0.16666666666666666,0.6142857142857143,0.7407407407407407,0.7272727272727273,0.7280701754385965,0.7792207792207793,0.7207207207207207,1.0,A
Man City,Norwich,R Madley,16739.0,29.0,2.933333333333333,2.0,1.0,2.0,5.0,0.0,2.0,3.0,-6.0,25.87541361978002,0.7489795918367347,0.7062579821200511,2.0,3.0,93.0,74.0,39.0,20.0,287.50000000000006,280.9,734.0,553.0,980.0,783.0,10.0,6.0,15.0,7.0,60.0,38.0,11.0,4.0,67.0,55.0,99.0,79.0,158.0,123.0,99.0,143.0,127.0,185.0,73.0,60.0,8.0,19.0,1.2567567567567568,1.95,1.0234959060163762,1.3273056057866184,1.251596424010217,1.6666666666666667,2.142857142857143,1.5789473684210527,2.75,1.2181818181818183,1.2531645569620253,1.2845528455284554,0.6923076923076923,0.6864864864864865,1.2166666666666666,0.42105263157894735,H
Crystal Palace,Man United,M Jones,16739.0,-4.0,0.8947368421052632,2.0,0.0,3.0,-1.0,3.0,1.0,1.0,4.0,-14.277242272792414,0.6332236842105263,0.7412755716004813,2.0,2.0,64.0,47.0,20.0,23.0,238.09999999999994,300.50000000000017,385.0,616.0,608.0,831.0,4.0,9.0,6.0,6.0,30.0,25.0,1.0,5.0,40.0,34.0,97.0,97.0,155.0,154.0,111.0,77.0,155.0,107.0,76.0,63.0,27.0,12.0,1.3617021276595744,0.8695652173913043,0.7923460898502489,0.625,0.7316486161251504,0.4444444444444444,1.0,1.2,0.2,1.1764705882352942,1.0,1.0064935064935066,1.4415584415584415,1.4485981308411215,1.2063492063492063,2.25,D
Chelsea,Liverpool,M Clattenburg,16739.0,9.0,1.3461538461538463,2.0,1.0,2.0,1.0,1.0,4.0,0.0,1.0,-0.02676282051282186,0.7072330654420207,0.7047738693467337,3.0,2.0,65.0,84.0,21.0,28.0,292.0999999999999,284.9,616.0,561.0,871.0,796.0,3.0,5.0,5.0,13.0,31.0,51.0,3.0,6.0,52.0,69.0,121.0,126.0,178.0,179.0,71.0,79.0,105.0,106.0,77.0,61.0,16.0,16.0,0.7738095238095238,0.75,1.025272025272025,1.0980392156862746,1.0942211055276383,0.6,0.38461538461538464,0.6078431372549019,0.5,0.7536231884057971,0.9603174603174603,0.994413407821229,0.8987341772151899,0.9905660377358491,1.2622950819672132,1.0,A
Newcastle,Stoke,R East,16739.0,-14.0,0.44,1.0,1.0,3.0,-5.0,3.0,1.0,1.0,1.0,-15.616540408975427,0.6756272401433692,0.6441281138790036,6.0,3.0,64.0,52.0,28.0,17.0,232.79999999999993,254.2,377.0,362.0,558.0,562.0,9.0,6.0,10.0,3.0,42.0,30.0,9.0,4.0,51.0,40.0,105.0,125.0,154.0,186.0,62.0,89.0,98.0,122.0,91.0,68.0,22.0,18.0,1.2307692307692308,1.6470588235294117,0.9158143194335167,1.0414364640883977,0.9928825622775801,1.5,3.3333333333333335,1.4,2.25,1.275,0.84,0.8279569892473119,0.6966292134831461,0.8032786885245902,1.338235294117647,1.2222222222222223,D
Everton,Sunderland,A Marriner,16740.0,14.0,1.736842105263158,1.0,2.0,2.0,-3.0,1.0,1.0,3.0,-3.0,16.953784450843273,0.6844380403458213,0.5705128205128205,4.0,7.0,65.0,48.0,18.0,14.0,246.49999999999997,206.70000000000005,475.0,267.0,694.0,468.0,4.0,4.0,8.0,7.0,36.0,24.0,4.0,3.0,44.0,37.0,122.0,111.0,180.0,171.0,89.0,99.0,133.0,153.0,81.0,69.0,16.0,22.0,1.3541666666666667,1.2857142857142858,1.1925495887760034,1.7790262172284643,1.482905982905983,1.0,1.1428571428571428,1.5,1.3333333333333333,1.1891891891891893,1.0990990990990992,1.0526315789473684,0.898989898989899,0.869281045751634,1.173913043478261,0.7272727272727273,H
Southampton,Bournemouth,C Pawson,16740.0,7.0,1.368421052631579,2.0,2.0,1.0,3.0,1.0,1.0,3.0,-7.0,18.644274781386166,0.6163410301953819,0.6817472698907956,3.0,3.0,68.0,54.0,29.0,21.0,211.7,253.6,347.0,437.0,563.0,641.0,9.0,4.0,10.0,6.0,47.0,25.0,7.0,4.0,49.0,46.0,101.0,92.0,141.0,148.0,123.0,73.0,172.0,100.0,92.0,79.0,21.0,12.0,1.2592592592592593,1.380952380952381,0.8347791798107256,0.7940503432494279,0.8783151326053042,2.25,1.6666666666666667,1.88,1.75,1.065217391304348,1.0978260869565217,0.9527027027027027,1.6849315068493151,1.72,1.1645569620253164,1.75,H
Tottenham,Aston Villa,M Dean,16741.0,14.0,1.7777777777777777,3.0,2.0,0.0,8.0,0.0,0.0,5.0,-6.0,36.0893224225174,0.6590909090909091,0.7013651877133106,8.0,4.0,83.0,53.0,38.0,13.0,260.30000000000007,252.00000000000009,406.0,411.0,616.0,586.0,9.0,3.0,15.0,3.0,43.0,30.0,4.0,3.0,58.0,36.0,140.0,99.0,186.0,140.0,125.0,105.0,168.0,144.0,108.0,96.0,24.0,16.0,1.5660377358490567,2.923076923076923,1.0329365079365078,0.9878345498783455,1.0511945392491469,3.0,5.0,1.4333333333333333,1.3333333333333333,1.6111111111111112,1.4141414141414141,1.3285714285714285,1.1904761904761905,1.1666666666666667,1.125,1.5,H
Man United,West Brom,M Dean,16746.0,10.0,1.3846153846153846,2.0,2.0,1.0,3.0,2.0,0.0,3.0,-2.0,16.828937935129886,0.7362768496420048,0.5620915032679739,3.0,7.0,42.0,45.0,21.0,17.0,297.00000000000017,228.40000000000003,617.0,344.0,838.0,612.0,6.0,6.0,6.0,3.0,21.0,26.0,5.0,4.0,33.0,31.0,105.0,72.0,161.0,113.0,74.0,119.0,104.0,167.0,64.0,75.0,13.0,23.0,0.9333333333333333,1.2352941176470589,1.3003502626970234,1.7936046511627908,1.369281045751634,1.0,2.0,0.8076923076923077,1.25,1.064516129032258,1.4583333333333333,1.424778761061947,0.6218487394957983,0.6227544910179641,0.8533333333333334,0.5652173913043478,H
Bournemouth,Newcastle,L Mason,16746.0,6.0,1.5,0.0,1.0,4.0,-11.0,1.0,2.0,2.0,-4.0,-9.095840272358739,0.6842923794712286,0.6666666666666666,5.0,7.0,55.0,64.0,18.0,29.0,252.6,226.89999999999992,440.0,362.0,643.0,543.0,3.0,8.0,6.0,12.0,25.0,44.0,3.0,8.0,45.0,54.0,87.0,101.0,133.0,149.0,80.0,65.0,107.0,100.0,78.0,83.0,13.0,20.0,0.859375,0.6206896551724138,1.1132657558395773,1.2154696132596685,1.1841620626151013,0.375,0.5,0.5681818181818182,0.375,0.8333333333333334,0.8613861386138614,0.8926174496644296,1.2307692307692308,1.07,0.9397590361445783,0.65,A
Leicester,Watford,R East,16746.0,19.0,1.7307692307692308,3.0,1.0,1.0,0.0,2.0,1.0,2.0,0.0,18.71242497220758,0.5689102564102564,0.6078125,7.0,7.0,83.0,67.0,27.0,13.0,226.6,217.4,355.0,389.0,624.0,640.0,10.0,4.0,12.0,4.0,55.0,35.0,8.0,2.0,57.0,44.0,117.0,94.0,183.0,150.0,100.0,88.0,161.0,130.0,108.0,71.0,27.0,16.0,1.2388059701492538,2.076923076923077,1.0423183072677091,0.9125964010282777,0.975,2.5,3.0,1.5714285714285714,4.0,1.2954545454545454,1.2446808510638299,1.22,1.1363636363636365,1.2384615384615385,1.5211267605633803,1.6875,H
Stoke,Chelsea,A Taylor,16746.0,-6.0,0.8125,3.0,1.0,1.0,1.0,1.0,1.0,3.0,-3.0,9.511360306360302,0.6666666666666666,0.6556728232189973,7.0,2.0,50.0,51.0,15.0,16.0,247.6,271.49999999999994,388.0,497.0,582.0,758.0,4.0,3.0,5.0,4.0,33.0,28.0,3.0,2.0,38.0,37.0,109.0,133.0,168.0,182.0,86.0,68.0,124.0,107.0,63.0,83.0,21.0,17.0,0.9803921568627451,0.9375,0.9119705340699817,0.7806841046277666,0.7678100263852242,1.3333333333333333,1.25,1.1785714285714286,1.5,1.027027027027027,0.8195488721804511,0.9230769230769231,1.2647058823529411,1.158878504672897,0.7590361445783133,1.2352941176470589,H
West Ham,Everton,P Tierney,16746.0,-4.0,0.8787878787878788,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.9047025438329825,0.6750788643533123,0.7276214833759591,7.0,6.0,83.0,63.0,25.0,24.0,255.30000000000004,262.29999999999995,428.0,569.0,634.0,782.0,9.0,9.0,9.0,8.0,48.0,33.0,6.0,9.0,65.0,45.0,95.0,113.0,135.0,176.0,90.0,94.0,118.0,140.0,68.0,63.0,20.0,18.0,1.3174603174603174,1.0416666666666667,0.9733130003812431,0.7521968365553603,0.8107416879795396,1.0,1.125,1.4545454545454546,0.6666666666666666,1.4444444444444444,0.8407079646017699,0.7670454545454546,0.9574468085106383,0.8428571428571429,1.0793650793650793,1.1111111111111112,D
Norwich,Swansea,M Clattenburg,16746.0,-16.0,0.4666666666666667,0.0,1.0,4.0,-7.0,1.0,1.0,3.0,-5.0,-17.616725804225805,0.7112299465240641,0.681184668989547,7.0,7.0,72.0,55.0,21.0,15.0,269.0,264.5,532.0,391.0,748.0,574.0,6.0,3.0,7.0,5.0,40.0,23.0,4.0,2.0,52.0,39.0,79.0,68.0,119.0,120.0,146.0,70.0,194.0,113.0,58.0,76.0,15.0,10.0,1.309090909090909,1.4,1.0170132325141776,1.360613810741688,1.3031358885017421,2.0,1.4,1.7391304347826086,2.0,1.3333333333333333,1.161764705882353,0.9916666666666667,2.085714285714286,1.7168141592920354,0.7631578947368421,1.5,H
Sunderland,Southampton,M Jones,16746.0,-9.0,0.6785714285714286,1.0,1.0,3.0,-5.0,3.0,2.0,0.0,6.0,-24.29508204214086,0.5860655737704918,0.6231884057971014,6.0,5.0,56.0,64.0,21.0,23.0,191.50000000000003,218.89999999999995,286.0,344.0,488.0,552.0,6.0,9.0,10.0,6.0,32.0,43.0,5.0,8.0,44.0,45.0,105.0,101.0,155.0,142.0,104.0,133.0,163.0,190.0,68.0,94.0,17.0,24.0,0.875,0.9130434782608695,0.874828688899041,0.8313953488372093,0.8840579710144928,0.6666666666666666,1.6666666666666667,0.7441860465116279,0.625,0.9777777777777777,1.0396039603960396,1.091549295774648,0.7819548872180451,0.8578947368421053,0.723404255319149,0.7083333333333334,A
Aston Villa,Man City,C Pawson,16747.0,-32.0,0.3191489361702128,0.0,0.0,5.0,-7.0,3.0,1.0,1.0,7.0,-41.66282105976099,0.6822262118491921,0.7428872497365648,5.0,4.0,53.0,87.0,12.0,36.0,230.50000000000009,286.7000000000001,380.0,705.0,557.0,949.0,3.0,12.0,4.0,10.0,32.0,57.0,3.0,11.0,37.0,61.0,93.0,96.0,135.0,150.0,100.0,105.0,131.0,140.0,95.0,65.0,21.0,9.0,0.6091954022988506,0.3333333333333333,0.8039762818276944,0.5390070921985816,0.5869336143308747,0.25,0.4,0.5614035087719298,0.2727272727272727,0.6065573770491803,0.96875,0.9,0.9523809523809523,0.9357142857142857,1.4615384615384615,2.3333333333333335,D
Liverpool,Crystal Palace,N Swarbrick,16747.0,-6.0,0.8125,2.0,3.0,0.0,3.0,2.0,1.0,2.0,0.0,4.797881828316619,0.7139175257731959,0.6323296354992076,2.0,8.0,77.0,62.0,28.0,21.0,282.99999999999994,239.89999999999992,554.0,399.0,776.0,631.0,6.0,4.0,13.0,9.0,47.0,34.0,8.0,1.0,62.0,36.0,134.0,86.0,186.0,138.0,82.0,101.0,109.0,134.0,59.0,77.0,19.0,20.0,1.2419354838709677,1.3333333333333333,1.1796581909128805,1.3884711779448622,1.2297939778129952,1.5,1.4444444444444444,1.3823529411764706,8.0,1.7222222222222223,1.558139534883721,1.3478260869565217,0.8118811881188119,0.8134328358208955,0.7662337662337663,0.95,A
Arsenal,Tottenham,M Atkinson,16747.0,9.0,1.2571428571428571,5.0,0.0,0.0,13.0,3.0,2.0,0.0,9.0,10.275994048645849,0.7663316582914573,0.6498371335504886,3.0,2.0,90.0,78.0,33.0,38.0,265.7,264.7000000000001,610.0,399.0,796.0,614.0,15.0,11.0,13.0,16.0,69.0,45.0,14.0,5.0,74.0,54.0,103.0,129.0,166.0,177.0,114.0,129.0,155.0,173.0,113.0,109.0,10.0,25.0,1.1538461538461537,0.868421052631579,1.0037778617302602,1.5288220551378446,1.296416938110749,1.3636363636363635,0.8125,1.5333333333333334,2.8,1.3703703703703705,0.7984496124031008,0.9378531073446328,0.8837209302325582,0.8959537572254336,1.036697247706422,0.4,D
West Brom,Arsenal,M Clattenburg,16760.0,-16.0,0.6190476190476191,2.0,0.0,3.0,-3.0,4.0,1.0,0.0,10.0,-28.31450412332765,0.5268022181146026,0.746268656716418,14.0,12.0,40.0,74.0,13.0,25.0,214.6,262.3999999999999,285.0,600.0,541.0,804.0,4.0,12.0,3.0,9.0,25.0,55.0,2.0,11.0,27.0,61.0,74.0,117.0,117.0,181.0,120.0,93.0,177.0,130.0,82.0,112.0,25.0,10.0,0.5405405405405406,0.52,0.8178353658536588,0.475,0.6728855721393034,0.3333333333333333,0.3333333333333333,0.45454545454545453,0.18181818181818182,0.4426229508196721,0.6324786324786325,0.6464088397790055,1.2903225806451613,1.3615384615384616,0.7321428571428571,2.5,H
Watford,Man United,R Madley,16760.0,-11.0,0.6944444444444444,2.0,1.0,2.0,0.0,2.0,2.0,1.0,2.0,-9.904420636571668,0.5889387144992526,0.7553072625698324,14.0,14.0,60.0,43.0,15.0,17.0,220.8,297.50000000000017,394.0,676.0,669.0,895.0,5.0,4.0,5.0,6.0,32.0,22.0,2.0,3.0,40.0,34.0,93.0,102.0,149.0,159.0,98.0,69.0,134.0,102.0,77.0,66.0,13.0,11.0,1.3953488372093024,0.8823529411764706,0.7421848739495794,0.5828402366863905,0.7474860335195531,1.25,0.8333333333333334,1.4545454545454546,0.6666666666666666,1.1764705882352942,0.9117647058823529,0.9371069182389937,1.4202898550724639,1.3137254901960784,1.1666666666666667,1.1818181818181819,A
Swansea,Bournemouth,A Marriner,16760.0,10.0,1.588235294117647,1.0,1.0,3.0,-4.0,0.0,1.0,4.0,-11.0,10.64470752116101,0.7,0.708507670850767,14.0,14.0,52.0,64.0,11.0,17.0,273.6,264.90000000000003,434.0,508.0,620.0,717.0,2.0,2.0,4.0,9.0,23.0,30.0,2.0,3.0,40.0,48.0,73.0,93.0,127.0,137.0,67.0,67.0,108.0,93.0,74.0,78.0,7.0,12.0,0.8125,0.6470588235294118,1.0328425821064553,0.8543307086614174,0.8647140864714087,1.0,0.4444444444444444,0.7666666666666667,0.6666666666666666,0.8333333333333334,0.7849462365591398,0.927007299270073,1.0,1.1612903225806452,0.9487179487179487,0.5833333333333334,D
Man City,Liverpool,J Moss,16760.0,19.0,1.7307692307692308,3.0,2.0,0.0,10.0,1.0,3.0,1.0,1.0,18.6784546940288,0.7569296375266524,0.7190721649484536,13.0,12.0,78.0,78.0,31.0,20.0,291.7000000000001,283.4,710.0,558.0,938.0,776.0,11.0,5.0,9.0,10.0,54.0,49.0,10.0,6.0,56.0,66.0,94.0,134.0,151.0,190.0,95.0,87.0,126.0,121.0,60.0,55.0,6.0,19.0,1.0,1.55,1.0292872265349333,1.2724014336917562,1.208762886597938,2.2,0.9,1.1020408163265305,1.6666666666666667,0.8484848484848485,0.7014925373134329,0.7947368421052632,1.0919540229885059,1.0413223140495869,1.0909090909090908,0.3157894736842105,A
Everton,Aston Villa,M Oliver,16760.0,15.0,1.9375,1.0,2.0,2.0,0.0,0.0,1.0,4.0,-6.0,18.738257575757572,0.7201051248357424,0.6933115823817292,14.0,13.0,64.0,46.0,24.0,8.0,257.29999999999995,234.20000000000007,548.0,425.0,761.0,613.0,7.0,1.0,8.0,4.0,33.0,25.0,7.0,1.0,46.0,32.0,106.0,82.0,170.0,122.0,86.0,98.0,123.0,131.0,58.0,97.0,20.0,19.0,1.391304347826087,3.0,1.09863364645602,1.2894117647058823,1.2414355628058729,7.0,2.0,1.32,7.0,1.4375,1.2926829268292683,1.3934426229508197,0.8775510204081632,0.9389312977099237,0.5979381443298969,1.0526315789473684,H
Chelsea,Norwich,C Pawson,16760.0,12.0,1.7058823529411764,1.0,0.0,4.0,-4.0,1.0,0.0,4.0,-6.0,-0.06613994113994437,0.6653543307086615,0.7181571815718157,13.0,14.0,54.0,65.0,16.0,19.0,269.7,244.1,507.0,530.0,762.0,738.0,3.0,5.0,5.0,6.0,31.0,35.0,1.0,4.0,38.0,46.0,125.0,74.0,171.0,114.0,65.0,124.0,100.0,175.0,84.0,51.0,15.0,12.0,0.8307692307692308,0.8421052631578947,1.104875051208521,0.9566037735849057,1.032520325203252,0.6,0.8333333333333334,0.8857142857142857,0.25,0.8260869565217391,1.6891891891891893,1.5,0.5241935483870968,0.5714285714285714,1.6470588235294117,1.25,H
Southampton,Stoke,L Mason,16760.0,-1.0,0.9655172413793104,3.0,2.0,0.0,5.0,3.0,1.0,1.0,1.0,4.519054834054835,0.631336405529954,0.6835205992509363,14.0,13.0,57.0,50.0,20.0,12.0,241.39999999999992,240.29999999999995,411.0,365.0,651.0,534.0,8.0,3.0,7.0,4.0,40.0,32.0,7.0,1.0,44.0,39.0,98.0,109.0,139.0,174.0,143.0,76.0,199.0,116.0,90.0,66.0,22.0,24.0,1.14,1.6666666666666667,1.0045776113191842,1.126027397260274,1.2191011235955056,2.6666666666666665,1.75,1.25,7.0,1.1282051282051282,0.8990825688073395,0.7988505747126436,1.881578947368421,1.7155172413793103,1.3636363636363635,0.9166666666666666,A
Newcastle,Leicester,M Jones,16760.0,-30.0,0.3333333333333333,2.0,1.0,2.0,-3.0,4.0,1.0,0.0,4.0,-29.533329205764225,0.6500920810313076,0.5528052805280528,14.0,14.0,55.0,79.0,25.0,26.0,223.69999999999996,226.0,353.0,335.0,543.0,606.0,7.0,10.0,10.0,9.0,40.0,51.0,7.0,6.0,46.0,51.0,98.0,111.0,145.0,167.0,76.0,101.0,110.0,166.0,78.0,122.0,23.0,14.0,0.6962025316455697,0.9615384615384616,0.9898230088495573,1.0537313432835822,0.8960396039603961,0.7,1.1111111111111112,0.7843137254901961,1.1666666666666667,0.9019607843137255,0.8828828828828829,0.8682634730538922,0.7524752475247525,0.6626506024096386,0.639344262295082,1.6428571428571428,A
