home,away,Referee,time,H_Enemy_Acc,A_Enemy_Acc,HAccP - AAccP,H/A,HWin,HDraw,HLose,H goal Diff,AWin,ADraw,ALose,A goal diff,moraldiff + h-a,H_atkPass_ratio,A_atkPass_ratio,HS_Acc,AS_Acc,HST_Acc,AST_Acc,H_poss_Acc,A_poss_Acc,H_atk_3rd_Acc,A_atk_3rd_Acc,H_atk_3rd_tot_Acc,A_atk_3rd_tot_Acc,H_red_goal_Acc,A_red_goal_Acc,H_red_on_Acc,A_red_on_Acc,H_red_tot_Acc,A_red_tot_Acc,H_chance_goal_Acc,A_chance_goal_Acc,H_chance_tot_Acc,A_chance_tot_Acc,H_successful_tackle_Acc,A_successful_tackle_Acc,H_tackle_tot_Acc,A_tackle_tot_Acc,H_successful_clearance_Acc,A_successful_clearance_Acc,H_clearance_tot_Acc,A_clearance_tot_Acc,H_interceptions_Acc,A_interceptions_Acc,H_blocks_Acc,A_blocks_Acc,HS_Acc/AS_Acc,HST_Acc/AST_Acc,H_poss_Acc/A_poss_Acc,H_atk_3rd_Acc/A_atk_3rd_Acc,H_atk_3rd_tot_Acc/A_atk_3rd_tot_Acc,H_red_goal_Acc/A_red_goal_Acc,H_red_on_Acc/A_red_on_Acc,H_red_tot_Acc/A_red_tot_Acc,H_chance_goal_Acc/A_chance_goal_Acc,H_chance_tot_Acc/A_chance_tot_Acc,H_successful_tackle_Acc/A_successful_tackle_Acc,H_tackle_tot_Acc/A_tackle_tot_Acc,H_successful_clearance_Acc/A_successful_clearance_Acc,H_clearance_tot_Acc/A_clearance_tot_Acc,H_interceptions_Acc/A_interceptions_Acc,H_blocks_Acc/A_blocks_Acc,y
Southampton,Sunderland,L Mason,15941.0,10.0,1.5555555555555556,1.0,2.0,2.0,-3.0,0.0,2.0,3.0,-7.0,13.563231948327399,0.6585365853658537,0.5931558935361216,7.0,7.0,59.0,52.0,29.0,23.0,292.4999999999999,217.69999999999993,432.0,312.0,656.0,526.0,3.0,3.0,15.0,6.0,32.0,22.0,0.0,2.0,41.0,43.0,80.0,111.0,104.0,162.0,117.0,91.0,177.0,179.0,93.0,64.0,9.0,35.0,1.1346153846153846,1.2608695652173914,1.3435920992191088,1.3846153846153846,1.247148288973384,1.0,2.5,1.4545454545454546,0.0,0.9534883720930233,0.7207207207207207,0.6419753086419753,1.2857142857142858,0.9888268156424581,1.453125,0.2571428571428571,D
Newcastle,West Ham,P Dowd,15941.0,-5.0,0.8148148148148148,1.0,1.0,3.0,-10.0,2.0,1.0,2.0,1.0,-9.560064935064933,0.5802707930367504,0.6076555023923444,4.0,7.0,38.0,64.0,17.0,27.0,238.40000000000006,211.1000000000001,300.0,381.0,517.0,627.0,1.0,7.0,3.0,8.0,17.0,44.0,0.0,6.0,33.0,53.0,95.0,87.0,136.0,117.0,96.0,110.0,169.0,178.0,66.0,54.0,14.0,22.0,0.59375,0.6296296296296297,1.129322595926101,0.7874015748031497,0.8245614035087719,0.14285714285714285,0.375,0.38636363636363635,0.0,0.6226415094339622,1.0919540229885059,1.1623931623931625,0.8727272727272727,0.949438202247191,1.2222222222222223,0.6363636363636364,D
Fulham,Arsenal,H Webb,15941.0,-15.0,0.6341463414634146,2.0,0.0,3.0,-1.0,3.0,1.0,1.0,3.0,-17.301109048270472,0.6548672566371682,0.7423728813559322,7.0,2.0,47.0,76.0,30.0,43.0,221.29999999999995,271.2000000000001,296.0,657.0,452.0,885.0,6.0,8.0,8.0,11.0,28.0,41.0,6.0,7.0,37.0,57.0,77.0,106.0,114.0,160.0,104.0,53.0,185.0,102.0,72.0,87.0,30.0,13.0,0.618421052631579,0.6976744186046512,0.8160029498525069,0.4505327245053272,0.5107344632768361,0.75,0.7272727272727273,0.6829268292682927,0.8571428571428571,0.6491228070175439,0.7264150943396226,0.7125,1.9622641509433962,1.8137254901960784,0.8275862068965517,2.3076923076923075,A
Everton,West Brom,R East,15941.0,15.0,1.8823529411764706,2.0,2.0,1.0,2.0,0.0,1.0,4.0,-7.0,27.383479484885882,0.7520858164481525,0.6381987577639752,7.0,7.0,86.0,71.0,42.0,36.0,287.2999999999999,228.29999999999973,631.0,411.0,839.0,644.0,3.0,6.0,14.0,9.0,59.0,38.0,5.0,7.0,82.0,55.0,109.0,84.0,151.0,116.0,90.0,91.0,150.0,162.0,91.0,32.0,18.0,20.0,1.2112676056338028,1.1666666666666667,1.258431887866843,1.535279805352798,1.3027950310559007,0.5,1.5555555555555556,1.5526315789473684,0.7142857142857143,1.490909090909091,1.2976190476190477,1.3017241379310345,0.989010989010989,0.9259259259259259,2.84375,0.9,D
Aston Villa,Liverpool,M Clattenburg,15941.0,-13.0,0.675,2.0,1.0,2.0,1.0,4.0,1.0,0.0,10.0,-15.602481013232062,0.5919439579684763,0.7322121604139715,2.0,7.0,45.0,100.0,22.0,63.0,202.5000000000002,274.9000000000001,338.0,566.0,571.0,773.0,7.0,8.0,4.0,17.0,26.0,63.0,7.0,9.0,41.0,79.0,83.0,125.0,116.0,169.0,115.0,65.0,168.0,112.0,110.0,60.0,23.0,15.0,0.45,0.3492063492063492,0.7366315023644967,0.5971731448763251,0.7386804657179818,0.875,0.23529411764705882,0.4126984126984127,0.7777777777777778,0.5189873417721519,0.664,0.6863905325443787,1.7692307692307692,1.5,1.8333333333333333,1.5333333333333334,A
Tottenham,Swansea,N Swarbrick,15942.0,21.0,1.9545454545454546,4.0,1.0,0.0,4.0,1.0,1.0,3.0,-6.0,30.333041593416084,0.7108108108108108,0.7391975308641975,2.0,2.0,83.0,58.0,46.0,26.0,299.1,250.90000000000006,526.0,479.0,740.0,648.0,3.0,4.0,8.0,15.0,49.0,48.0,5.0,4.0,71.0,54.0,92.0,82.0,116.0,115.0,136.0,89.0,231.0,136.0,99.0,106.0,10.0,16.0,1.4310344827586208,1.7692307692307692,1.1921084097249899,1.0981210855949897,1.1419753086419753,0.75,0.5333333333333333,1.0208333333333333,1.25,1.3148148148148149,1.1219512195121952,1.008695652173913,1.5280898876404494,1.6985294117647058,0.9339622641509434,0.625,H
Man United,Chelsea,M Atkinson,15943.0,3.0,1.0681818181818181,2.0,2.0,1.0,3.0,4.0,1.0,0.0,5.0,-5.507175594345675,0.7492625368731564,0.6843537414965987,8.0,4.0,63.0,83.0,33.0,34.0,259.9000000000001,264.99999999999994,508.0,503.0,678.0,735.0,10.0,8.0,10.0,10.0,49.0,48.0,8.0,6.0,51.0,64.0,65.0,94.0,90.0,143.0,126.0,100.0,171.0,137.0,77.0,52.0,19.0,18.0,0.7590361445783133,0.9705882352941176,0.9807547169811326,1.0099403578528827,0.9224489795918367,1.25,1.0,1.0208333333333333,1.3333333333333333,0.796875,0.6914893617021277,0.6293706293706294,1.26,1.2481751824817517,1.4807692307692308,1.0555555555555556,D
Norwich,Southampton,H Webb,15948.0,-7.0,0.75,2.0,1.0,2.0,3.0,1.0,3.0,1.0,0.0,-1.765798319327729,0.6419753086419753,0.656891495601173,3.0,3.0,53.0,60.0,25.0,31.0,235.80000000000013,297.39999999999986,416.0,448.0,648.0,682.0,8.0,4.0,4.0,17.0,30.0,36.0,4.0,1.0,40.0,42.0,76.0,78.0,125.0,97.0,83.0,147.0,122.0,202.0,84.0,73.0,15.0,9.0,0.8833333333333333,0.8064516129032258,0.7928715534633498,0.9285714285714286,0.9501466275659824,2.0,0.23529411764705882,0.8333333333333334,4.0,0.9523809523809523,0.9743589743589743,1.288659793814433,0.564625850340136,0.6039603960396039,1.1506849315068493,1.6666666666666667,H
West Ham,Stoke,J Moss,15948.0,8.0,1.4705882352941178,2.0,2.0,1.0,2.0,1.0,2.0,2.0,-1.0,9.500712830013214,0.5773710482529119,0.5816135084427767,3.0,2.0,61.0,48.0,22.0,22.0,217.90000000000006,216.4,347.0,310.0,601.0,533.0,6.0,5.0,8.0,4.0,39.0,30.0,5.0,3.0,50.0,36.0,86.0,113.0,117.0,150.0,132.0,124.0,189.0,180.0,46.0,62.0,21.0,24.0,1.2708333333333333,1.0,1.0069316081330872,1.1193548387096774,1.127579737335835,1.2,2.0,1.3,1.6666666666666667,1.3888888888888888,0.7610619469026548,0.78,1.064516129032258,1.05,0.7419354838709677,0.875,A
Newcastle,Fulham,C Foy,15948.0,-3.0,0.8846153846153846,1.0,2.0,2.0,-4.0,2.0,0.0,3.0,-2.0,0.40073925357283,0.5728744939271255,0.6687116564417178,2.0,3.0,49.0,57.0,16.0,35.0,240.40000000000006,221.39999999999992,283.0,327.0,494.0,489.0,1.0,7.0,1.0,11.0,18.0,29.0,0.0,6.0,35.0,45.0,91.0,81.0,127.0,121.0,112.0,112.0,176.0,180.0,62.0,59.0,12.0,31.0,0.8596491228070176,0.45714285714285713,1.0858175248419157,0.8654434250764526,1.0102249488752557,0.14285714285714285,0.09090909090909091,0.6206896551724138,0.0,0.7777777777777778,1.123456790123457,1.0495867768595042,1.0,0.9777777777777777,1.0508474576271187,0.3870967741935484,H
West Brom,Swansea,M Dean,15949.0,-1.0,0.9473684210526315,0.0,2.0,3.0,-6.0,1.0,0.0,4.0,-7.0,-0.2522012529194484,0.6212121212121212,0.7355242566510172,4.0,2.0,61.0,58.0,27.0,30.0,218.0999999999998,265.2000000000001,369.0,470.0,594.0,639.0,4.0,4.0,7.0,17.0,31.0,47.0,5.0,4.0,48.0,54.0,87.0,79.0,122.0,127.0,128.0,129.0,189.0,166.0,38.0,95.0,25.0,16.0,1.0517241379310345,0.9,0.8223981900452478,0.7851063829787234,0.9295774647887324,1.0,0.4117647058823529,0.6595744680851063,1.25,0.8888888888888888,1.1012658227848102,0.9606299212598425,0.9922480620155039,1.1385542168674698,0.4,1.5625,A
Arsenal,Tottenham,M Oliver,15949.0,0.0,1.0,4.0,0.0,1.0,5.0,4.0,1.0,0.0,4.0,-6.318902439024384,0.7506024096385542,0.7259740259740259,4.0,2.0,75.0,95.0,37.0,47.0,273.2000000000001,297.2,623.0,559.0,830.0,770.0,10.0,4.0,14.0,10.0,46.0,58.0,7.0,4.0,56.0,82.0,98.0,96.0,156.0,123.0,73.0,150.0,115.0,220.0,80.0,81.0,13.0,8.0,0.7894736842105263,0.7872340425531915,0.9192462987886949,1.114490161001789,1.077922077922078,2.5,1.4,0.7931034482758621,1.75,0.6829268292682927,1.0208333333333333,1.2682926829268293,0.4866666666666667,0.5227272727272727,0.9876543209876543,1.625,H
Liverpool,Man United,A Marriner,15949.0,-5.0,0.8888888888888888,4.0,1.0,0.0,5.0,2.0,2.0,1.0,3.0,2.0082203918561916,0.7270440251572327,0.7390710382513661,4.0,5.0,94.0,66.0,54.0,31.0,280.70000000000016,266.9000000000001,578.0,541.0,795.0,732.0,4.0,9.0,16.0,8.0,55.0,47.0,5.0,8.0,70.0,49.0,117.0,72.0,157.0,99.0,92.0,147.0,130.0,174.0,58.0,79.0,15.0,13.0,1.4242424242424243,1.7419354838709677,1.0517047583364558,1.0683918669131238,1.0860655737704918,0.4444444444444444,2.0,1.1702127659574468,0.625,1.4285714285714286,1.625,1.5858585858585859,0.6258503401360545,0.7471264367816092,0.7341772151898734,1.1538461538461537,H
Tottenham,Norwich,L Mason,15962.0,16.0,1.6666666666666667,4.0,0.0,1.0,3.0,3.0,1.0,1.0,5.0,4.949282639885219,0.720253164556962,0.6477093206951027,13.0,14.0,96.0,59.0,45.0,25.0,297.9000000000001,224.30000000000007,569.0,410.0,790.0,633.0,3.0,7.0,10.0,7.0,54.0,32.0,2.0,5.0,79.0,42.0,89.0,95.0,120.0,143.0,155.0,105.0,201.0,138.0,72.0,79.0,6.0,16.0,1.6271186440677967,1.8,1.3281319661168078,1.3878048780487804,1.2480252764612954,0.42857142857142855,1.4285714285714286,1.6875,0.4,1.880952380952381,0.9368421052631579,0.8391608391608392,1.4761904761904763,1.4565217391304348,0.9113924050632911,0.375,H
Stoke,Man City,M Clattenburg,15962.0,-20.0,0.5,2.0,1.0,2.0,0.0,3.0,0.0,2.0,6.0,-3.6506077546633477,0.6102003642987249,0.7604519774011299,14.0,14.0,52.0,87.0,20.0,47.0,219.1,313.50000000000006,335.0,673.0,549.0,885.0,4.0,8.0,6.0,17.0,28.0,70.0,3.0,9.0,36.0,78.0,113.0,88.0,161.0,121.0,140.0,84.0,188.0,121.0,61.0,50.0,20.0,12.0,0.5977011494252874,0.425531914893617,0.698883572567783,0.49777117384843983,0.6203389830508474,0.5,0.35294117647058826,0.4,0.3333333333333333,0.46153846153846156,1.2840909090909092,1.3305785123966942,1.6666666666666667,1.5537190082644627,1.22,1.6666666666666667,D
Sunderland,Arsenal,M Atkinson,15962.0,-27.0,0.41304347826086957,0.0,2.0,3.0,-4.0,4.0,0.0,1.0,5.0,-34.27738814443481,0.5724508050089445,0.7275280898876404,13.0,13.0,49.0,74.0,17.0,31.0,208.99999999999991,257.80000000000007,320.0,518.0,559.0,712.0,3.0,10.0,7.0,13.0,24.0,47.0,3.0,7.0,40.0,56.0,117.0,105.0,173.0,168.0,136.0,103.0,199.0,127.0,47.0,75.0,32.0,15.0,0.6621621621621622,0.5483870967741935,0.810705973622963,0.6177606177606177,0.7851123595505618,0.3,0.5384615384615384,0.5106382978723404,0.42857142857142855,0.7142857142857143,1.1142857142857143,1.0297619047619047,1.3203883495145632,1.5669291338582678,0.6266666666666667,2.1333333333333333,A
Aston Villa,Newcastle,M Dean,15962.0,0.0,1.0,1.0,1.0,3.0,-1.0,2.0,1.0,2.0,-3.0,-3.3449460136893947,0.6128472222222222,0.6160558464223386,16.0,14.0,50.0,62.0,19.0,19.0,203.6000000000002,240.00000000000009,353.0,353.0,576.0,573.0,6.0,1.0,5.0,6.0,29.0,28.0,5.0,1.0,43.0,47.0,99.0,95.0,133.0,130.0,109.0,109.0,143.0,153.0,109.0,69.0,23.0,10.0,0.8064516129032258,1.0,0.8483333333333338,1.0,1.0052356020942408,6.0,0.8333333333333334,1.0357142857142858,5.0,0.9148936170212766,1.0421052631578946,1.023076923076923,1.0,0.934640522875817,1.5797101449275361,2.3,A
Fulham,West Brom,L Probert,15962.0,5.0,1.2777777777777777,2.0,0.0,3.0,-1.0,0.0,2.0,3.0,-7.0,9.096791402606371,0.6422018348623854,0.6420545746388443,14.0,13.0,42.0,51.0,24.0,17.0,218.59999999999988,213.69999999999982,280.0,400.0,436.0,623.0,5.0,4.0,7.0,4.0,15.0,30.0,4.0,5.0,29.0,41.0,76.0,89.0,120.0,128.0,146.0,151.0,207.0,194.0,52.0,45.0,31.0,20.0,0.8235294117647058,1.411764705882353,1.0229293401965376,0.7,0.6998394863563403,1.25,1.75,0.5,0.8,0.7073170731707317,0.8539325842696629,0.9375,0.9668874172185431,1.0670103092783505,1.1555555555555554,1.55,D
Everton,Chelsea,H Webb,15962.0,-11.0,0.7380952380952381,1.0,3.0,1.0,1.0,4.0,1.0,0.0,5.0,-19.225583864366147,0.7845484221980413,0.6954787234042553,14.0,14.0,93.0,76.0,39.0,30.0,313.5,265.69999999999993,721.0,523.0,919.0,752.0,2.0,6.0,18.0,10.0,61.0,41.0,4.0,5.0,82.0,58.0,88.0,80.0,130.0,130.0,131.0,123.0,165.0,158.0,68.0,43.0,11.0,18.0,1.2236842105263157,1.3,1.179902145276628,1.378585086042065,1.2220744680851063,0.3333333333333333,1.8,1.4878048780487805,0.8,1.4137931034482758,1.1,1.0,1.065040650406504,1.0443037974683544,1.5813953488372092,0.6111111111111112,H
Southampton,West Ham,A Marriner,15963.0,0.0,1.0,1.0,3.0,1.0,0.0,2.0,1.0,2.0,1.0,0.5633784624961109,0.6757925072046109,0.5933884297520661,15.0,9.0,61.0,61.0,27.0,19.0,304.69999999999993,217.00000000000009,469.0,359.0,694.0,605.0,4.0,6.0,17.0,5.0,35.0,35.0,1.0,5.0,43.0,50.0,76.0,82.0,98.0,113.0,148.0,146.0,192.0,190.0,53.0,52.0,11.0,19.0,1.0,1.4210526315789473,1.4041474654377872,1.3064066852367688,1.147107438016529,0.6666666666666666,3.4,1.0,0.2,0.86,0.926829268292683,0.8672566371681416,1.0136986301369864,1.0105263157894737,1.0192307692307692,0.5789473684210527,D
Swansea,Liverpool,M Oliver,15964.0,-19.0,0.525,1.0,0.0,4.0,-6.0,5.0,0.0,0.0,6.0,-34.131047819571116,0.7439759036144579,0.7232375979112271,15.0,15.0,60.0,88.0,28.0,51.0,276.4000000000001,268.9000000000001,494.0,554.0,664.0,766.0,4.0,5.0,17.0,14.0,45.0,51.0,4.0,5.0,56.0,66.0,73.0,125.0,127.0,165.0,150.0,119.0,172.0,155.0,89.0,64.0,15.0,17.0,0.6818181818181818,0.5490196078431373,1.0278914094458906,0.8916967509025271,0.8668407310704961,0.8,1.2142857142857142,0.8823529411764706,0.8,0.8484848484848485,0.584,0.7696969696969697,1.2605042016806722,1.1096774193548387,1.390625,0.8823529411764706,D
Liverpool,Southampton,N Swarbrick,15969.0,16.0,1.64,4.0,1.0,0.0,4.0,1.0,3.0,1.0,0.0,24.03889961389961,0.7146739130434783,0.6696165191740413,4.0,6.0,80.0,61.0,42.0,22.0,258.4000000000001,299.39999999999986,526.0,454.0,736.0,678.0,3.0,3.0,13.0,15.0,43.0,36.0,3.0,1.0,59.0,43.0,118.0,88.0,155.0,115.0,153.0,171.0,175.0,200.0,57.0,53.0,17.0,9.0,1.3114754098360655,1.9090909090909092,0.8630594522378097,1.158590308370044,1.0855457227138643,1.0,0.8666666666666667,1.1944444444444444,3.0,1.372093023255814,1.3409090909090908,1.3478260869565217,0.8947368421052632,0.875,1.0754716981132075,1.8888888888888888,A
Norwich,Aston Villa,C Foy,15969.0,-3.0,0.8846153846153846,2.0,1.0,2.0,-1.0,1.0,1.0,3.0,-1.0,5.9258015719543415,0.6186440677966102,0.5808080808080808,7.0,7.0,52.0,48.0,18.0,13.0,207.20000000000007,215.1000000000002,365.0,345.0,590.0,594.0,5.0,6.0,6.0,5.0,29.0,26.0,4.0,5.0,38.0,40.0,108.0,104.0,161.0,151.0,127.0,108.0,150.0,128.0,78.0,88.0,21.0,18.0,1.0833333333333333,1.3846153846153846,0.9632728963272891,1.0579710144927537,0.9932659932659933,0.8333333333333334,1.2,1.1153846153846154,0.8,0.95,1.0384615384615385,1.0662251655629138,1.1759259259259258,1.171875,0.8863636363636364,1.1666666666666667,A
Chelsea,Fulham,A Marriner,15969.0,18.0,1.7826086956521738,3.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,19.680741132264238,0.6967741935483871,0.6414253897550112,2.0,7.0,87.0,44.0,27.0,18.0,265.39999999999986,226.7999999999999,540.0,288.0,775.0,449.0,4.0,5.0,13.0,7.0,51.0,17.0,3.0,4.0,64.0,31.0,87.0,76.0,141.0,110.0,114.0,162.0,136.0,214.0,44.0,44.0,12.0,27.0,1.9772727272727273,1.5,1.1701940035273368,1.875,1.7260579064587973,0.8,1.8571428571428572,3.0,0.75,2.064516129032258,1.144736842105263,1.2818181818181817,0.7037037037037037,0.6355140186915887,1.0,0.4444444444444444,H
West Brom,Sunderland,P Dowd,15969.0,3.0,1.1875,0.0,3.0,2.0,-3.0,0.0,1.0,4.0,-6.0,10.211369224670346,0.6260434056761269,0.5830388692579506,7.0,7.0,55.0,61.0,16.0,14.0,205.19999999999982,203.59999999999988,375.0,330.0,599.0,566.0,5.0,3.0,6.0,7.0,35.0,31.0,6.0,2.0,47.0,47.0,87.0,118.0,130.0,171.0,173.0,137.0,197.0,176.0,49.0,49.0,21.0,30.0,0.9016393442622951,1.1428571428571428,1.0078585461689584,1.1363636363636365,1.058303886925795,1.6666666666666667,0.8571428571428571,1.1290322580645162,3.0,1.0,0.7372881355932204,0.7602339181286549,1.2627737226277371,1.1193181818181819,1.0,0.7,H
West Ham,Everton,L Mason,15969.0,-8.0,0.7575757575757576,2.0,2.0,1.0,3.0,1.0,3.0,1.0,0.0,-8.258158050570515,0.5953565505804311,0.7592371871275327,6.0,6.0,60.0,81.0,18.0,31.0,223.00000000000009,292.3,359.0,637.0,603.0,839.0,6.0,3.0,5.0,17.0,35.0,52.0,5.0,3.0,47.0,66.0,83.0,100.0,112.0,147.0,161.0,155.0,188.0,183.0,53.0,66.0,16.0,13.0,0.7407407407407407,0.5806451612903226,0.7629148135477252,0.5635792778649922,0.7187127532777116,2.0,0.29411764705882354,0.6730769230769231,1.6666666666666667,0.7121212121212122,0.83,0.7619047619047619,1.038709677419355,1.0273224043715847,0.803030303030303,1.2307692307692308,A
Man City,Man United,H Webb,15970.0,-4.0,0.9047619047619048,2.0,1.0,2.0,4.0,2.0,2.0,1.0,4.0,-15.235575719649553,0.7353658536585366,0.7348284960422163,4.0,4.0,70.0,69.0,30.0,29.0,310.00000000000006,283.5000000000001,603.0,557.0,820.0,758.0,6.0,8.0,13.0,7.0,52.0,48.0,7.0,7.0,61.0,50.0,97.0,76.0,138.0,110.0,111.0,171.0,135.0,180.0,54.0,92.0,10.0,9.0,1.0144927536231885,1.0344827586206897,1.0934744268077599,1.082585278276481,1.0817941952506596,0.75,1.8571428571428572,1.0833333333333333,1.0,1.22,1.2763157894736843,1.2545454545454546,0.6491228070175439,0.75,0.5869565217391305,1.1111111111111112,H
Arsenal,Stoke,M Dean,15970.0,28.0,2.3333333333333335,4.0,0.0,1.0,4.0,2.0,2.0,1.0,1.0,19.94936522285097,0.741222366710013,0.6310160427807486,3.0,8.0,69.0,57.0,25.0,20.0,279.70000000000005,228.5,570.0,354.0,769.0,561.0,9.0,3.0,11.0,7.0,45.0,29.0,6.0,2.0,52.0,40.0,97.0,111.0,152.0,161.0,109.0,142.0,131.0,171.0,62.0,55.0,17.0,10.0,1.2105263157894737,1.25,1.2240700218818383,1.6101694915254237,1.3707664884135473,3.0,1.5714285714285714,1.5517241379310345,3.0,1.3,0.8738738738738738,0.9440993788819876,0.7676056338028169,0.7660818713450293,1.1272727272727272,1.7,H
Southampton,Crystal Palace,M Atkinson,15976.0,8.0,1.4210526315789473,2.0,2.0,1.0,1.0,1.0,0.0,4.0,-4.0,19.692808586762084,0.6452119309262166,0.5747863247863247,3.0,6.0,62.0,49.0,22.0,15.0,281.0999999999999,225.19999999999985,411.0,269.0,637.0,468.0,3.0,3.0,14.0,8.0,37.0,19.0,2.0,1.0,41.0,35.0,106.0,124.0,152.0,181.0,184.0,189.0,198.0,214.0,60.0,66.0,10.0,20.0,1.2653061224489797,1.4666666666666666,1.2482238010657198,1.5278810408921932,1.3611111111111112,1.0,1.75,1.9473684210526316,2.0,1.1714285714285715,0.8548387096774194,0.8397790055248618,0.9735449735449735,0.9252336448598131,0.9090909090909091,0.5,H
Swansea,Arsenal,M Clattenburg,15976.0,-28.0,0.42857142857142855,2.0,1.0,2.0,0.0,4.0,0.0,1.0,5.0,-25.3262425471377,0.7378335949764521,0.7675033025099075,2.0,2.0,68.0,76.0,30.0,30.0,279.6000000000001,280.8,470.0,581.0,637.0,757.0,7.0,11.0,11.0,12.0,36.0,50.0,5.0,8.0,53.0,60.0,80.0,88.0,138.0,135.0,214.0,114.0,221.0,130.0,87.0,63.0,18.0,18.0,0.8947368421052632,1.0,0.995726495726496,0.8089500860585198,0.8414795244385733,0.6363636363636364,0.9166666666666666,0.72,0.625,0.8833333333333333,0.9090909090909091,1.0222222222222221,1.8771929824561404,1.7,1.380952380952381,1.0,A
Tottenham,Chelsea,M Dean,15976.0,3.0,1.0731707317073171,4.0,0.0,1.0,4.0,3.0,1.0,1.0,4.0,4.172640931059497,0.7340301974448316,0.7064439140811456,3.0,3.0,102.0,93.0,30.0,27.0,295.1,286.2999999999998,632.0,592.0,861.0,838.0,5.0,4.0,11.0,15.0,47.0,49.0,3.0,3.0,81.0,69.0,90.0,91.0,126.0,142.0,142.0,119.0,149.0,132.0,64.0,33.0,8.0,7.0,1.096774193548387,1.1111111111111112,1.0307369891721978,1.0675675675675675,1.0274463007159904,1.25,0.7333333333333333,0.9591836734693877,1.0,1.173913043478261,0.989010989010989,0.8873239436619719,1.1932773109243697,1.128787878787879,1.9393939393939394,1.1428571428571428,D
Man United,West Brom,M Oliver,15976.0,20.0,1.9523809523809523,2.0,1.0,2.0,1.0,1.0,2.0,2.0,0.0,16.676816907886995,0.7276214833759591,0.6258503401360545,2.0,2.0,71.0,53.0,24.0,12.0,277.30000000000007,223.89999999999972,569.0,368.0,782.0,588.0,4.0,4.0,8.0,7.0,43.0,33.0,3.0,2.0,48.0,40.0,75.0,82.0,107.0,122.0,196.0,207.0,201.0,225.0,89.0,54.0,11.0,21.0,1.3396226415094339,2.0,1.2384993300580636,1.546195652173913,1.3299319727891157,1.0,1.1428571428571428,1.303030303030303,1.5,1.2,0.9146341463414634,0.8770491803278688,0.9468599033816425,0.8933333333333333,1.6481481481481481,0.5238095238095238,A
Fulham,Cardiff,C Pawson,15976.0,2.0,1.0952380952380953,1.0,1.0,3.0,-4.0,1.0,2.0,2.0,-2.0,-6.277178388949331,0.6388888888888888,0.6145610278372591,3.0,3.0,40.0,41.0,13.0,10.0,226.7999999999999,213.7,299.0,287.0,468.0,467.0,3.0,4.0,6.0,3.0,14.0,16.0,2.0,3.0,29.0,26.0,74.0,83.0,111.0,125.0,177.0,196.0,206.0,210.0,53.0,71.0,29.0,30.0,0.975609756097561,1.3,1.0613008890968643,1.0418118466898956,1.0021413276231264,0.75,2.0,0.875,0.6666666666666666,1.1153846153846154,0.891566265060241,0.888,0.9030612244897959,0.9809523809523809,0.7464788732394366,0.9666666666666667,A
Aston Villa,Man City,M Jones,15976.0,-10.0,0.7368421052631579,2.0,0.0,3.0,0.0,3.0,1.0,1.0,8.0,-9.512553075935624,0.5608856088560885,0.7263294422827496,3.0,3.0,59.0,76.0,15.0,30.0,204.9000000000002,291.30000000000007,304.0,560.0,542.0,771.0,6.0,8.0,6.0,12.0,32.0,47.0,4.0,8.0,47.0,61.0,114.0,102.0,162.0,146.0,148.0,128.0,165.0,137.0,69.0,57.0,16.0,8.0,0.7763157894736842,0.5,0.7033985581874361,0.5428571428571428,0.7029831387808041,0.75,0.5,0.6808510638297872,0.5,0.7704918032786885,1.1176470588235294,1.1095890410958904,1.15625,1.2043795620437956,1.2105263157894737,2.0,H
Hull,West Ham,K Friend,15976.0,-2.0,0.92,2.0,1.0,2.0,-2.0,1.0,2.0,2.0,0.0,5.255710845560195,0.5991902834008097,0.5628227194492255,3.0,3.0,50.0,48.0,15.0,7.0,213.69999999999973,212.40000000000006,296.0,327.0,494.0,581.0,5.0,3.0,6.0,3.0,27.0,28.0,4.0,3.0,37.0,36.0,95.0,92.0,128.0,129.0,147.0,170.0,159.0,185.0,88.0,54.0,21.0,16.0,1.0416666666666667,2.142857142857143,1.0061205273069664,0.9051987767584098,0.8502581755593803,1.6666666666666667,2.0,0.9642857142857143,1.3333333333333333,1.0277777777777777,1.0326086956521738,0.9922480620155039,0.8647058823529412,0.8594594594594595,1.6296296296296295,1.3125,H
Stoke,Norwich,A Taylor,15977.0,-2.0,0.9130434782608695,2.0,1.0,2.0,-1.0,1.0,1.0,3.0,-3.0,7.570437114554764,0.6565656565656566,0.6272455089820359,3.0,4.0,59.0,52.0,20.0,12.0,241.1,231.70000000000007,390.0,419.0,594.0,668.0,2.0,2.0,5.0,7.0,31.0,27.0,1.0,1.0,43.0,38.0,114.0,108.0,164.0,158.0,131.0,120.0,144.0,135.0,46.0,83.0,14.0,19.0,1.1346153846153846,1.6666666666666667,1.0405697022011218,0.9307875894988067,0.8892215568862275,1.0,0.7142857142857143,1.1481481481481481,1.0,1.131578947368421,1.0555555555555556,1.0379746835443038,1.0916666666666666,1.0666666666666667,0.5542168674698795,0.7368421052631579,A
