home,away,Referee,time,HAccP - AAccP,H/A,HWin,HDraw,HLose,H goal Diff,AWin,ADraw,ALose,A goal diff,moraldiff + h-a,H_Enemy_Acc,A_Enemy_Acc,HRestDay,ARestDay,HS_Acc,AS_Acc,HST_Acc,AST_Acc,H_poss_Acc,A_poss_Acc,H_atk_3rd_Acc,A_atk_3rd_Acc,H_atk_3rd_tot_Acc,A_atk_3rd_tot_Acc,H_red_goal_Acc,A_red_goal_Acc,H_red_on_Acc,A_red_on_Acc,H_red_tot_Acc,A_red_tot_Acc,H_chance_goal_Acc,A_chance_goal_Acc,H_chance_tot_Acc,A_chance_tot_Acc,H_successful_tackle_Acc,A_successful_tackle_Acc,H_tackle_tot_Acc,A_tackle_tot_Acc,H_successful_clearance_Acc,A_successful_clearance_Acc,H_clearance_tot_Acc,A_clearance_tot_Acc,H_interceptions_Acc,A_interceptions_Acc,H_blocks_Acc,A_blocks_Acc,H_atk_3rd_Acc/H_atk_3rd_tot_Acc,H_red_goal_Acc/H_red_tot_Acc,H_red_on_Acc/H_red_tot_Acc,H_chance_goal_Acc/H_chance_tot_Acc,H_successful_tackle_Acc/H_tackle_tot_Acc,H_successful_clearance_Acc/H_clearance_tot_Acc,A_atk_3rd_Acc/A_atk_3rd_tot_Acc,A_red_goal_Acc/A_red_tot_Acc,A_red_on_Acc/A_red_tot_Acc,A_chance_goal_Acc/A_chance_tot_Acc,A_successful_tackle_Acc/A_tackle_tot_Acc,A_successful_clearance_Acc/A_clearance_tot_Acc,y
Southampton,Leicester,P Tierney,16725.0,-12.0,0.6923076923076923,3.0,1.0,1.0,6.0,2.0,2.0,1.0,-1.0,-3.806565387157498,147.0,124.0,13.0,14.0,83.0,69.0,32.0,25.0,249.5,214.40000000000003,469.0,390.0,669.0,627.0,9.0,10.0,14.0,9.0,58.0,46.0,7.0,7.0,63.0,56.0,85.0,129.0,111.0,189.0,78.0,94.0,120.0,143.0,84.0,114.0,13.0,28.0,0.7010463378176383,0.15517241379310345,0.2413793103448276,0.1111111111111111,0.7657657657657657,0.65,0.6220095693779905,0.21739130434782608,0.1956521739130435,0.125,0.6825396825396826,0.6573426573426573,D
Chelsea,Aston Villa,R East,16725.0,15.0,1.7142857142857142,1.0,1.0,3.0,-3.0,0.0,1.0,4.0,-4.0,13.733793290043288,139.0,136.0,13.0,14.0,89.0,68.0,25.0,19.0,314.2999999999999,266.40000000000003,777.0,433.0,1032.0,614.0,2.0,4.0,8.0,6.0,45.0,36.0,4.0,4.0,67.0,49.0,109.0,114.0,158.0,171.0,58.0,108.0,89.0,158.0,62.0,82.0,12.0,19.0,0.752906976744186,0.044444444444444446,0.17777777777777778,0.05970149253731343,0.689873417721519,0.651685393258427,0.7052117263843648,0.1111111111111111,0.16666666666666666,0.08163265306122448,0.6666666666666666,0.6835443037974683,H
Newcastle,Norwich,A Taylor,16726.0,-7.0,0.6111111111111112,0.0,1.0,4.0,-9.0,1.0,2.0,2.0,-2.0,-13.031749483596268,161.0,132.0,15.0,15.0,47.0,58.0,18.0,16.0,214.7999999999999,249.9,331.0,445.0,499.0,679.0,4.0,6.0,10.0,5.0,26.0,32.0,4.0,4.0,35.0,47.0,111.0,80.0,154.0,123.0,82.0,117.0,125.0,158.0,93.0,72.0,22.0,19.0,0.6633266533066132,0.15384615384615385,0.38461538461538464,0.11428571428571428,0.7207792207792207,0.656,0.6553755522827688,0.1875,0.15625,0.0851063829787234,0.6504065040650406,0.740506329113924,H
Swansea,Stoke,R Madley,16727.0,2.0,1.0714285714285714,1.0,2.0,2.0,-2.0,2.0,1.0,2.0,-1.0,-2.4707954545454527,142.0,143.0,15.0,16.0,51.0,53.0,16.0,23.0,247.80000000000004,222.0,353.0,304.0,566.0,501.0,4.0,5.0,5.0,5.0,25.0,25.0,3.0,4.0,38.0,39.0,68.0,108.0,109.0,171.0,109.0,99.0,144.0,144.0,79.0,62.0,20.0,23.0,0.6236749116607774,0.16,0.2,0.07894736842105263,0.6238532110091743,0.7569444444444444,0.6067864271457086,0.2,0.2,0.10256410256410256,0.631578947368421,0.6875,A
Aston Villa,Swansea,N Swarbrick,16732.0,-6.0,0.7777777777777778,0.0,0.0,5.0,-6.0,0.0,2.0,3.0,-4.0,-5.299918831168828,152.0,129.0,7.0,4.0,55.0,56.0,14.0,14.0,254.90000000000003,267.3,390.0,405.0,560.0,599.0,2.0,2.0,5.0,5.0,29.0,26.0,3.0,1.0,37.0,42.0,113.0,72.0,173.0,110.0,114.0,97.0,158.0,134.0,95.0,69.0,21.0,20.0,0.6964285714285714,0.06896551724137931,0.1724137931034483,0.08108108108108109,0.653179190751445,0.7215189873417721,0.676126878130217,0.07692307692307693,0.19230769230769232,0.023809523809523808,0.6545454545454545,0.7238805970149254,A
Norwich,West Brom,K Friend,16732.0,-11.0,0.5769230769230769,1.0,2.0,2.0,-3.0,2.0,1.0,2.0,-1.0,-9.726494058846999,119.0,121.0,6.0,7.0,70.0,43.0,21.0,14.0,267.7,216.8,503.0,370.0,744.0,634.0,8.0,4.0,6.0,6.0,37.0,26.0,6.0,2.0,54.0,32.0,92.0,85.0,136.0,132.0,115.0,115.0,154.0,155.0,71.0,78.0,21.0,24.0,0.6760752688172043,0.21621621621621623,0.16216216216216217,0.1111111111111111,0.6764705882352942,0.7467532467532467,0.583596214511041,0.15384615384615385,0.23076923076923078,0.0625,0.6439393939393939,0.7419354838709677,A
Stoke,Watford,M Atkinson,16732.0,6.0,1.2727272727272727,3.0,1.0,1.0,1.0,2.0,1.0,2.0,-2.0,9.653969508752116,148.0,139.0,4.0,6.0,49.0,64.0,20.0,15.0,218.7,214.3,294.0,390.0,493.0,633.0,6.0,4.0,4.0,6.0,28.0,30.0,4.0,3.0,38.0,45.0,122.0,103.0,192.0,167.0,97.0,82.0,138.0,131.0,71.0,86.0,21.0,17.0,0.5963488843813387,0.21428571428571427,0.14285714285714285,0.10526315789473684,0.6354166666666666,0.7028985507246377,0.6161137440758294,0.13333333333333333,0.2,0.06666666666666667,0.6167664670658682,0.6259541984732825,A
Arsenal,Everton,L Mason,16732.0,11.0,1.3333333333333333,4.0,0.0,1.0,9.0,2.0,2.0,1.0,0.0,9.78129370629371,162.0,169.0,3.0,7.0,93.0,69.0,37.0,22.0,268.6,241.59999999999997,586.0,482.0,759.0,706.0,12.0,6.0,20.0,10.0,72.0,40.0,12.0,6.0,78.0,49.0,106.0,109.0,164.0,157.0,112.0,103.0,148.0,158.0,102.0,70.0,18.0,17.0,0.7720685111989459,0.16666666666666666,0.2777777777777778,0.15384615384615385,0.6463414634146342,0.7567567567567568,0.6827195467422096,0.15,0.25,0.12244897959183673,0.6942675159235668,0.6518987341772152,H
Leicester,Crystal Palace,M Dean,16732.0,6.0,1.1764705882352942,2.0,2.0,1.0,-1.0,2.0,0.0,3.0,-1.0,14.146739355447394,130.0,145.0,7.0,7.0,91.0,65.0,30.0,18.0,220.6,228.39999999999992,402.0,348.0,651.0,558.0,11.0,4.0,11.0,7.0,58.0,32.0,9.0,1.0,67.0,41.0,118.0,99.0,183.0,149.0,91.0,120.0,141.0,174.0,114.0,81.0,28.0,28.0,0.6175115207373272,0.1896551724137931,0.1896551724137931,0.13432835820895522,0.644808743169399,0.6453900709219859,0.6236559139784946,0.125,0.21875,0.024390243902439025,0.6644295302013423,0.6896551724137931,H
West Ham,Chelsea,J Moss,16732.0,-10.0,0.7222222222222222,3.0,2.0,0.0,5.0,2.0,1.0,2.0,0.0,8.770445134575567,129.0,125.0,7.0,3.0,86.0,72.0,23.0,19.0,227.90000000000006,298.99999999999994,453.0,686.0,649.0,939.0,9.0,2.0,7.0,5.0,50.0,34.0,8.0,4.0,67.0,57.0,101.0,124.0,144.0,179.0,106.0,64.0,151.0,92.0,90.0,74.0,25.0,13.0,0.6979969183359014,0.18,0.14,0.11940298507462686,0.7013888888888888,0.7019867549668874,0.7305644302449414,0.058823529411764705,0.14705882352941177,0.07017543859649122,0.6927374301675978,0.6956521739130435,H
Man United,Man City,M Clattenburg,16733.0,-6.0,0.8695652173913043,4.0,0.0,1.0,6.0,3.0,0.0,2.0,6.0,6.359576522633738,149.0,114.0,3.0,3.0,50.0,108.0,25.0,45.0,297.2000000000002,304.4000000000001,633.0,834.0,839.0,1079.0,12.0,11.0,5.0,19.0,24.0,69.0,7.0,11.0,35.0,79.0,101.0,86.0,160.0,143.0,84.0,90.0,107.0,119.0,76.0,76.0,10.0,7.0,0.7544696066746126,0.5,0.20833333333333334,0.2,0.63125,0.7850467289719626,0.772937905468026,0.15942028985507245,0.2753623188405797,0.13924050632911392,0.6013986013986014,0.7563025210084033,D
Bournemouth,Tottenham,R East,16733.0,-12.0,0.625,1.0,1.0,3.0,-5.0,3.0,2.0,0.0,5.0,-28.20437533753186,119.0,159.0,8.0,2.0,50.0,84.0,20.0,33.0,260.6,261.9000000000001,442.0,420.0,647.0,634.0,4.0,5.0,7.0,13.0,24.0,42.0,4.0,4.0,44.0,63.0,77.0,144.0,134.0,189.0,70.0,131.0,95.0,181.0,80.0,98.0,9.0,26.0,0.6831530139103554,0.16666666666666666,0.2916666666666667,0.09090909090909091,0.5746268656716418,0.7368421052631579,0.6624605678233438,0.11904761904761904,0.30952380952380953,0.06349206349206349,0.7619047619047619,0.7237569060773481,A
Liverpool,Southampton,A Marriner,16733.0,0.0,1.0,1.0,3.0,1.0,-1.0,2.0,2.0,1.0,3.0,-7.682971158957997,138.0,168.0,2.0,8.0,77.0,74.0,30.0,30.0,268.7,237.6,506.0,404.0,732.0,589.0,5.0,8.0,15.0,11.0,49.0,50.0,5.0,6.0,61.0,55.0,126.0,84.0,179.0,116.0,75.0,115.0,109.0,160.0,58.0,87.0,17.0,19.0,0.6912568306010929,0.10204081632653061,0.30612244897959184,0.08196721311475409,0.7039106145251397,0.6880733944954128,0.6859083191850595,0.16,0.22,0.10909090909090909,0.7241379310344828,0.71875,D
Sunderland,Newcastle,R Madley,16733.0,6.0,1.5454545454545454,0.0,1.0,4.0,-7.0,1.0,1.0,3.0,-4.0,-4.166595307300705,135.0,135.0,8.0,7.0,51.0,57.0,13.0,24.0,210.6,233.19999999999987,259.0,367.0,452.0,555.0,1.0,9.0,8.0,10.0,24.0,35.0,2.0,9.0,40.0,43.0,119.0,103.0,173.0,157.0,102.0,70.0,159.0,112.0,68.0,99.0,22.0,22.0,0.5730088495575221,0.041666666666666664,0.3333333333333333,0.05,0.6878612716763006,0.6415094339622641,0.6612612612612613,0.2571428571428571,0.2857142857142857,0.20930232558139536,0.6560509554140127,0.625,H
West Brom,Leicester,A Taylor,16739.0,-13.0,0.6904761904761905,3.0,0.0,2.0,0.0,2.0,2.0,1.0,-1.0,-15.3135295723531,112.0,143.0,7.0,3.0,42.0,82.0,17.0,27.0,221.2,219.7,345.0,365.0,612.0,621.0,5.0,9.0,5.0,11.0,25.0,52.0,3.0,7.0,30.0,57.0,75.0,107.0,126.0,172.0,133.0,109.0,175.0,166.0,92.0,120.0,23.0,26.0,0.5637254901960784,0.2,0.2,0.1,0.5952380952380952,0.76,0.5877616747181964,0.17307692307692307,0.21153846153846154,0.12280701754385964,0.622093023255814,0.6566265060240963,A
Watford,West Ham,K Stroud,16739.0,-5.0,0.8275862068965517,2.0,1.0,2.0,-1.0,3.0,2.0,0.0,4.0,-19.66655084046389,132.0,150.0,7.0,7.0,60.0,81.0,12.0,25.0,208.5,233.70000000000005,373.0,426.0,610.0,629.0,4.0,10.0,2.0,7.0,27.0,47.0,4.0,8.0,43.0,64.0,106.0,100.0,171.0,148.0,83.0,104.0,131.0,144.0,81.0,72.0,19.0,21.0,0.6114754098360655,0.14814814814814814,0.07407407407407407,0.09302325581395349,0.6198830409356725,0.6335877862595419,0.6772655007949125,0.2127659574468085,0.14893617021276595,0.125,0.6756756756756757,0.7222222222222222,H
Swansea,Arsenal,K Friend,16739.0,-14.0,0.6818181818181818,1.0,2.0,2.0,-2.0,4.0,0.0,1.0,8.0,-22.92815517815518,130.0,167.0,7.0,3.0,59.0,84.0,15.0,30.0,258.2,256.9,357.0,563.0,538.0,734.0,3.0,12.0,6.0,14.0,28.0,64.0,2.0,12.0,43.0,70.0,80.0,108.0,128.0,176.0,83.0,114.0,120.0,154.0,80.0,111.0,17.0,17.0,0.6635687732342007,0.10714285714285714,0.21428571428571427,0.046511627906976744,0.625,0.6916666666666667,0.7670299727520435,0.1875,0.21875,0.17142857142857143,0.6136363636363636,0.7402597402597403,A
Man City,Norwich,R Madley,16739.0,29.0,2.933333333333333,2.0,1.0,2.0,5.0,0.0,2.0,3.0,-6.0,25.87541361978002,119.0,124.0,2.0,3.0,93.0,74.0,39.0,20.0,287.50000000000006,280.9,734.0,553.0,980.0,783.0,10.0,6.0,15.0,7.0,60.0,38.0,11.0,4.0,67.0,55.0,99.0,79.0,158.0,123.0,99.0,143.0,127.0,185.0,73.0,60.0,8.0,19.0,0.7489795918367347,0.16666666666666666,0.25,0.16417910447761194,0.6265822784810127,0.7795275590551181,0.7062579821200511,0.15789473684210525,0.18421052631578946,0.07272727272727272,0.6422764227642277,0.772972972972973,H
Crystal Palace,Man United,M Jones,16739.0,-4.0,0.8947368421052632,2.0,0.0,3.0,-1.0,3.0,1.0,1.0,4.0,-14.277242272792414,140.0,160.0,2.0,2.0,64.0,47.0,20.0,23.0,238.09999999999994,300.50000000000017,385.0,616.0,608.0,831.0,4.0,9.0,6.0,6.0,30.0,25.0,1.0,5.0,40.0,34.0,97.0,97.0,155.0,154.0,111.0,77.0,155.0,107.0,76.0,63.0,27.0,12.0,0.6332236842105263,0.13333333333333333,0.2,0.025,0.6258064516129033,0.7161290322580646,0.7412755716004813,0.36,0.24,0.14705882352941177,0.6298701298701299,0.719626168224299,D
Chelsea,Liverpool,M Clattenburg,16739.0,9.0,1.3461538461538463,2.0,1.0,2.0,1.0,1.0,4.0,0.0,1.0,-0.02676282051282186,121.0,128.0,3.0,2.0,65.0,84.0,21.0,28.0,292.0999999999999,284.9,616.0,561.0,871.0,796.0,3.0,5.0,5.0,13.0,31.0,51.0,3.0,6.0,52.0,69.0,121.0,126.0,178.0,179.0,71.0,79.0,105.0,106.0,77.0,61.0,16.0,16.0,0.7072330654420207,0.0967741935483871,0.16129032258064516,0.057692307692307696,0.6797752808988764,0.6761904761904762,0.7047738693467337,0.09803921568627451,0.2549019607843137,0.08695652173913043,0.7039106145251397,0.7452830188679245,A
Newcastle,Stoke,R East,16739.0,-14.0,0.44,1.0,1.0,3.0,-5.0,3.0,1.0,1.0,1.0,-15.616540408975427,134.0,126.0,6.0,3.0,64.0,52.0,28.0,17.0,232.79999999999993,254.2,377.0,362.0,558.0,562.0,9.0,6.0,10.0,3.0,42.0,30.0,9.0,4.0,51.0,40.0,105.0,125.0,154.0,186.0,62.0,89.0,98.0,122.0,91.0,68.0,22.0,18.0,0.6756272401433692,0.21428571428571427,0.23809523809523808,0.17647058823529413,0.6818181818181818,0.6326530612244898,0.6441281138790036,0.2,0.1,0.1,0.6720430107526881,0.7295081967213115,D
Everton,Sunderland,A Marriner,16740.0,14.0,1.736842105263158,1.0,2.0,2.0,-3.0,1.0,1.0,3.0,-3.0,16.953784450843273,173.0,115.0,4.0,7.0,65.0,48.0,18.0,14.0,246.49999999999997,206.70000000000005,475.0,267.0,694.0,468.0,4.0,4.0,8.0,7.0,36.0,24.0,4.0,3.0,44.0,37.0,122.0,111.0,180.0,171.0,89.0,99.0,133.0,153.0,81.0,69.0,16.0,22.0,0.6844380403458213,0.1111111111111111,0.2222222222222222,0.09090909090909091,0.6777777777777778,0.6691729323308271,0.5705128205128205,0.16666666666666666,0.2916666666666667,0.08108108108108109,0.6491228070175439,0.6470588235294118,H
Southampton,Bournemouth,C Pawson,16740.0,7.0,1.368421052631579,2.0,2.0,1.0,3.0,1.0,1.0,3.0,-7.0,18.644274781386166,169.0,136.0,3.0,3.0,68.0,54.0,29.0,21.0,211.7,253.6,347.0,437.0,563.0,641.0,9.0,4.0,10.0,6.0,47.0,25.0,7.0,4.0,49.0,46.0,101.0,92.0,141.0,148.0,123.0,73.0,172.0,100.0,92.0,79.0,21.0,12.0,0.6163410301953819,0.19148936170212766,0.2127659574468085,0.14285714285714285,0.7163120567375887,0.7151162790697675,0.6817472698907956,0.16,0.24,0.08695652173913043,0.6216216216216216,0.73,H
Tottenham,Aston Villa,M Dean,16741.0,14.0,1.7777777777777777,3.0,2.0,0.0,8.0,0.0,0.0,5.0,-6.0,36.0893224225174,158.0,146.0,8.0,4.0,83.0,53.0,38.0,13.0,260.30000000000007,252.00000000000009,406.0,411.0,616.0,586.0,9.0,3.0,15.0,3.0,43.0,30.0,4.0,3.0,58.0,36.0,140.0,99.0,186.0,140.0,125.0,105.0,168.0,144.0,108.0,96.0,24.0,16.0,0.6590909090909091,0.20930232558139536,0.3488372093023256,0.06896551724137931,0.7526881720430108,0.7440476190476191,0.7013651877133106,0.1,0.1,0.08333333333333333,0.7071428571428572,0.7291666666666666,H
Man United,West Brom,M Dean,16746.0,10.0,1.3846153846153846,2.0,2.0,1.0,3.0,2.0,0.0,3.0,-2.0,16.828937935129886,169.0,133.0,3.0,7.0,42.0,45.0,21.0,17.0,297.00000000000017,228.40000000000003,617.0,344.0,838.0,612.0,6.0,6.0,6.0,3.0,21.0,26.0,5.0,4.0,33.0,31.0,105.0,72.0,161.0,113.0,74.0,119.0,104.0,167.0,64.0,75.0,13.0,23.0,0.7362768496420048,0.2857142857142857,0.2857142857142857,0.15151515151515152,0.6521739130434783,0.7115384615384616,0.5620915032679739,0.23076923076923078,0.11538461538461539,0.12903225806451613,0.6371681415929203,0.7125748502994012,H
Bournemouth,Newcastle,L Mason,16746.0,6.0,1.5,0.0,1.0,4.0,-11.0,1.0,2.0,2.0,-4.0,-9.095840272358739,144.0,137.0,5.0,7.0,55.0,64.0,18.0,29.0,252.6,226.89999999999992,440.0,362.0,643.0,543.0,3.0,8.0,6.0,12.0,25.0,44.0,3.0,8.0,45.0,54.0,87.0,101.0,133.0,149.0,80.0,65.0,107.0,100.0,78.0,83.0,13.0,20.0,0.6842923794712286,0.12,0.24,0.06666666666666667,0.6541353383458647,0.7476635514018691,0.6666666666666666,0.18181818181818182,0.2727272727272727,0.14814814814814814,0.6778523489932886,0.65,A
Leicester,Watford,R East,16746.0,19.0,1.7307692307692308,3.0,1.0,1.0,0.0,2.0,1.0,2.0,0.0,18.71242497220758,147.0,149.0,7.0,7.0,83.0,67.0,27.0,13.0,226.6,217.4,355.0,389.0,624.0,640.0,10.0,4.0,12.0,4.0,55.0,35.0,8.0,2.0,57.0,44.0,117.0,94.0,183.0,150.0,100.0,88.0,161.0,130.0,108.0,71.0,27.0,16.0,0.5689102564102564,0.18181818181818182,0.21818181818181817,0.14035087719298245,0.639344262295082,0.6211180124223602,0.6078125,0.11428571428571428,0.11428571428571428,0.045454545454545456,0.6266666666666667,0.676923076923077,H
Stoke,Chelsea,A Taylor,16746.0,-6.0,0.8125,3.0,1.0,1.0,1.0,1.0,1.0,3.0,-3.0,9.511360306360302,101.0,103.0,7.0,2.0,50.0,51.0,15.0,16.0,247.6,271.49999999999994,388.0,497.0,582.0,758.0,4.0,3.0,5.0,4.0,33.0,28.0,3.0,2.0,38.0,37.0,109.0,133.0,168.0,182.0,86.0,68.0,124.0,107.0,63.0,83.0,21.0,17.0,0.6666666666666666,0.12121212121212122,0.15151515151515152,0.07894736842105263,0.6488095238095238,0.6935483870967742,0.6556728232189973,0.10714285714285714,0.14285714285714285,0.05405405405405406,0.7307692307692307,0.6355140186915887,H
West Ham,Everton,P Tierney,16746.0,-4.0,0.8787878787878788,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.9047025438329825,127.0,160.0,7.0,6.0,83.0,63.0,25.0,24.0,255.30000000000004,262.29999999999995,428.0,569.0,634.0,782.0,9.0,9.0,9.0,8.0,48.0,33.0,6.0,9.0,65.0,45.0,95.0,113.0,135.0,176.0,90.0,94.0,118.0,140.0,68.0,63.0,20.0,18.0,0.6750788643533123,0.1875,0.1875,0.09230769230769231,0.7037037037037037,0.7627118644067796,0.7276214833759591,0.2727272727272727,0.24242424242424243,0.2,0.6420454545454546,0.6714285714285714,D
Norwich,Swansea,M Clattenburg,16746.0,-16.0,0.4666666666666667,0.0,1.0,4.0,-7.0,1.0,1.0,3.0,-5.0,-17.616725804225805,136.0,144.0,7.0,7.0,72.0,55.0,21.0,15.0,269.0,264.5,532.0,391.0,748.0,574.0,6.0,3.0,7.0,5.0,40.0,23.0,4.0,2.0,52.0,39.0,79.0,68.0,119.0,120.0,146.0,70.0,194.0,113.0,58.0,76.0,15.0,10.0,0.7112299465240641,0.15,0.175,0.07692307692307693,0.6638655462184874,0.7525773195876289,0.681184668989547,0.13043478260869565,0.21739130434782608,0.05128205128205128,0.5666666666666667,0.6194690265486725,H
Sunderland,Southampton,M Jones,16746.0,-9.0,0.6785714285714286,1.0,1.0,3.0,-5.0,3.0,2.0,0.0,6.0,-24.29508204214086,128.0,150.0,6.0,5.0,56.0,64.0,21.0,23.0,191.50000000000003,218.89999999999995,286.0,344.0,488.0,552.0,6.0,9.0,10.0,6.0,32.0,43.0,5.0,8.0,44.0,45.0,105.0,101.0,155.0,142.0,104.0,133.0,163.0,190.0,68.0,94.0,17.0,24.0,0.5860655737704918,0.1875,0.3125,0.11363636363636363,0.6774193548387096,0.6380368098159509,0.6231884057971014,0.20930232558139536,0.13953488372093023,0.17777777777777778,0.7112676056338029,0.7,A
Aston Villa,Man City,C Pawson,16747.0,-32.0,0.3191489361702128,0.0,0.0,5.0,-7.0,3.0,1.0,1.0,7.0,-41.66282105976099,150.0,113.0,5.0,4.0,53.0,87.0,12.0,36.0,230.50000000000009,286.7000000000001,380.0,705.0,557.0,949.0,3.0,12.0,4.0,10.0,32.0,57.0,3.0,11.0,37.0,61.0,93.0,96.0,135.0,150.0,100.0,105.0,131.0,140.0,95.0,65.0,21.0,9.0,0.6822262118491921,0.09375,0.125,0.08108108108108109,0.6888888888888889,0.7633587786259542,0.7428872497365648,0.21052631578947367,0.17543859649122806,0.18032786885245902,0.64,0.75,D
Liverpool,Crystal Palace,N Swarbrick,16747.0,-6.0,0.8125,2.0,3.0,0.0,3.0,2.0,1.0,2.0,0.0,4.797881828316619,146.0,147.0,2.0,8.0,77.0,62.0,28.0,21.0,282.99999999999994,239.89999999999992,554.0,399.0,776.0,631.0,6.0,4.0,13.0,9.0,47.0,34.0,8.0,1.0,62.0,36.0,134.0,86.0,186.0,138.0,82.0,101.0,109.0,134.0,59.0,77.0,19.0,20.0,0.7139175257731959,0.1276595744680851,0.2765957446808511,0.12903225806451613,0.7204301075268817,0.7522935779816514,0.6323296354992076,0.11764705882352941,0.2647058823529412,0.027777777777777776,0.6231884057971014,0.753731343283582,A
Arsenal,Tottenham,M Atkinson,16747.0,9.0,1.2571428571428571,5.0,0.0,0.0,13.0,3.0,2.0,0.0,9.0,10.275994048645849,158.0,141.0,3.0,2.0,90.0,78.0,33.0,38.0,265.7,264.7000000000001,610.0,399.0,796.0,614.0,15.0,11.0,13.0,16.0,69.0,45.0,14.0,5.0,74.0,54.0,103.0,129.0,166.0,177.0,114.0,129.0,155.0,173.0,113.0,109.0,10.0,25.0,0.7663316582914573,0.21739130434782608,0.18840579710144928,0.1891891891891892,0.6204819277108434,0.7354838709677419,0.6498371335504886,0.24444444444444444,0.35555555555555557,0.09259259259259259,0.7288135593220338,0.7456647398843931,D
West Brom,Arsenal,M Clattenburg,16760.0,-16.0,0.6190476190476191,2.0,0.0,3.0,-3.0,4.0,1.0,0.0,10.0,-28.31450412332765,139.0,156.0,14.0,12.0,40.0,74.0,13.0,25.0,214.6,262.3999999999999,285.0,600.0,541.0,804.0,4.0,12.0,3.0,9.0,25.0,55.0,2.0,11.0,27.0,61.0,74.0,117.0,117.0,181.0,120.0,93.0,177.0,130.0,82.0,112.0,25.0,10.0,0.5268022181146026,0.16,0.12,0.07407407407407407,0.6324786324786325,0.6779661016949152,0.746268656716418,0.21818181818181817,0.16363636363636364,0.18032786885245902,0.6464088397790055,0.7153846153846154,H
Watford,Man United,R Madley,16760.0,-11.0,0.6944444444444444,2.0,1.0,2.0,0.0,2.0,2.0,1.0,2.0,-9.904420636571668,162.0,178.0,14.0,14.0,60.0,43.0,15.0,17.0,220.8,297.50000000000017,394.0,676.0,669.0,895.0,5.0,4.0,5.0,6.0,32.0,22.0,2.0,3.0,40.0,34.0,93.0,102.0,149.0,159.0,98.0,69.0,134.0,102.0,77.0,66.0,13.0,11.0,0.5889387144992526,0.15625,0.15625,0.05,0.6241610738255033,0.7313432835820896,0.7553072625698324,0.18181818181818182,0.2727272727272727,0.08823529411764706,0.6415094339622641,0.6764705882352942,A
Swansea,Bournemouth,A Marriner,16760.0,10.0,1.588235294117647,1.0,1.0,3.0,-4.0,0.0,1.0,4.0,-11.0,10.64470752116101,136.0,131.0,14.0,14.0,52.0,64.0,11.0,17.0,273.6,264.90000000000003,434.0,508.0,620.0,717.0,2.0,2.0,4.0,9.0,23.0,30.0,2.0,3.0,40.0,48.0,73.0,93.0,127.0,137.0,67.0,67.0,108.0,93.0,74.0,78.0,7.0,12.0,0.7,0.08695652173913043,0.17391304347826086,0.05,0.5748031496062992,0.6203703703703703,0.708507670850767,0.06666666666666667,0.3,0.0625,0.6788321167883211,0.7204301075268817,D
Man City,Liverpool,J Moss,16760.0,19.0,1.7307692307692308,3.0,2.0,0.0,10.0,1.0,3.0,1.0,1.0,18.6784546940288,97.0,157.0,13.0,12.0,78.0,78.0,31.0,20.0,291.7000000000001,283.4,710.0,558.0,938.0,776.0,11.0,5.0,9.0,10.0,54.0,49.0,10.0,6.0,56.0,66.0,94.0,134.0,151.0,190.0,95.0,87.0,126.0,121.0,60.0,55.0,6.0,19.0,0.7569296375266524,0.2037037037037037,0.16666666666666666,0.17857142857142858,0.6225165562913907,0.753968253968254,0.7190721649484536,0.10204081632653061,0.20408163265306123,0.09090909090909091,0.7052631578947368,0.71900826446281,A
Everton,Aston Villa,M Oliver,16760.0,15.0,1.9375,1.0,2.0,2.0,0.0,0.0,1.0,4.0,-6.0,18.738257575757572,159.0,165.0,14.0,13.0,64.0,46.0,24.0,8.0,257.29999999999995,234.20000000000007,548.0,425.0,761.0,613.0,7.0,1.0,8.0,4.0,33.0,25.0,7.0,1.0,46.0,32.0,106.0,82.0,170.0,122.0,86.0,98.0,123.0,131.0,58.0,97.0,20.0,19.0,0.7201051248357424,0.21212121212121213,0.24242424242424243,0.15217391304347827,0.6235294117647059,0.6991869918699187,0.6933115823817292,0.04,0.16,0.03125,0.6721311475409836,0.7480916030534351,H
Chelsea,Norwich,C Pawson,16760.0,12.0,1.7058823529411764,1.0,0.0,4.0,-4.0,1.0,0.0,4.0,-6.0,-0.06613994113994437,118.0,143.0,13.0,14.0,54.0,65.0,16.0,19.0,269.7,244.1,507.0,530.0,762.0,738.0,3.0,5.0,5.0,6.0,31.0,35.0,1.0,4.0,38.0,46.0,125.0,74.0,171.0,114.0,65.0,124.0,100.0,175.0,84.0,51.0,15.0,12.0,0.6653543307086615,0.0967741935483871,0.16129032258064516,0.02631578947368421,0.7309941520467836,0.65,0.7181571815718157,0.14285714285714285,0.17142857142857143,0.08695652173913043,0.6491228070175439,0.7085714285714285,H
