home,away,Referee,time,prevTimeDiff,HAccP,AAccP,hw,hd,hl,H goal Diff,aw,ad,al,A goal diff,y
Chelsea,Norwich,N Swarbrick,16194.0,3.0,45.0,14.0,3.0,0.0,2.0,4.0,0.0,0.0,5.0,-10.0,D
Crystal Palace,Liverpool,M Clattenburg,16195.0,8.0,30.0,47.0,4.0,0.0,1.0,4.0,4.0,0.0,1.0,5.0,D
Man United,Hull,C Pawson,16196.0,3.0,35.0,18.0,3.0,0.0,2.0,8.0,1.0,1.0,3.0,-5.0,H
Man City,Aston Villa,M Oliver,16197.0,3.0,48.0,19.0,3.0,1.0,1.0,4.0,1.0,1.0,3.0,-3.0,H
Sunderland,West Brom,L Mason,16197.0,4.0,26.0,21.0,3.0,1.0,1.0,5.0,2.0,1.0,2.0,-1.0,H
Norwich,Arsenal,L Mason,16201.0,7.0,14.0,40.0,0.0,1.0,4.0,-7.0,4.0,0.0,1.0,6.0,A
Cardiff,Chelsea,M Oliver,16201.0,8.0,13.0,45.0,1.0,1.0,3.0,-9.0,3.0,1.0,1.0,5.0,A
Fulham,Crystal Palace,K Friend,16201.0,8.0,18.0,31.0,2.0,1.0,2.0,-3.0,3.0,1.0,1.0,1.0,D
Liverpool,Newcastle,P Dowd,16201.0,5.0,45.0,19.0,3.0,1.0,1.0,1.0,1.0,0.0,4.0,-6.0,H
Sunderland,Swansea,C Foy,16201.0,3.0,28.0,19.0,4.0,1.0,0.0,8.0,2.0,0.0,3.0,1.0,A
Hull,Everton,H Webb,16201.0,4.0,17.0,35.0,1.0,1.0,3.0,-6.0,2.0,0.0,3.0,-1.0,A
Southampton,Man United,M Dean,16201.0,8.0,31.0,35.0,2.0,1.0,2.0,-1.0,3.0,0.0,2.0,7.0,D
Tottenham,Aston Villa,J Moss,16201.0,8.0,36.0,19.0,3.0,1.0,1.0,5.0,1.0,1.0,3.0,-6.0,H
West Brom,Stoke,L Probert,16201.0,3.0,20.0,26.0,1.0,1.0,3.0,-4.0,2.0,1.0,2.0,0.0,A
Man City,West Ham,M Atkinson,16201.0,3.0,48.0,26.0,4.0,1.0,0.0,9.0,1.0,0.0,4.0,-3.0,H
QPR,Hull,C Pawson,16298.0,7.0,15.0,17.0,0.0,1.0,4.0,-5.0,0.0,1.0,4.0,-9.0,A
Man United,Swansea,M Dean,16298.0,3.0,33.0,22.0,2.0,1.0,2.0,3.0,3.0,0.0,2.0,4.0,A
West Brom,Sunderland,N Swarbrick,16298.0,7.0,19.0,25.0,1.0,0.0,4.0,-5.0,4.0,0.0,1.0,6.0,D
Stoke,Aston Villa,A Taylor,16298.0,7.0,29.0,19.0,3.0,1.0,1.0,4.0,1.0,1.0,3.0,-8.0,A
Arsenal,Crystal Palace,J Moss,16298.0,6.0,40.0,29.0,5.0,0.0,0.0,11.0,2.0,2.0,1.0,0.0,H
West Ham,Tottenham,C Foy,16298.0,7.0,26.0,38.0,1.0,0.0,4.0,-4.0,3.0,1.0,1.0,4.0,A
Liverpool,Southampton,M Clattenburg,16299.0,7.0,48.0,29.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,H
Newcastle,Man City,M Atkinson,16299.0,7.0,16.0,48.0,1.0,0.0,4.0,-3.0,5.0,0.0,0.0,11.0,A
Aston Villa,Newcastle,M Dean,16305.0,7.0,21.0,16.0,2.0,0.0,3.0,-7.0,1.0,0.0,4.0,-4.0,D
Southampton,West Brom,R East,16305.0,6.0,29.0,19.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,-3.0,D
Everton,Arsenal,K Friend,16305.0,7.0,36.0,40.0,2.0,1.0,2.0,1.0,5.0,0.0,0.0,10.0,D
Crystal Palace,West Ham,M Clattenburg,16305.0,6.0,29.0,25.0,1.0,2.0,2.0,-2.0,1.0,0.0,4.0,-3.0,A
Hull,Stoke,J Moss,16306.0,2.0,17.0,29.0,1.0,1.0,3.0,-5.0,2.0,1.0,2.0,2.0,D
Sunderland,Man United,M Atkinson,16306.0,8.0,25.0,30.0,3.0,1.0,1.0,5.0,2.0,1.0,2.0,4.0,D
Tottenham,QPR,A Taylor,16306.0,2.0,38.0,15.0,4.0,0.0,1.0,5.0,0.0,1.0,4.0,-4.0,H
Man City,Liverpool,M Oliver,16307.0,8.0,48.0,51.0,5.0,0.0,0.0,11.0,3.0,1.0,1.0,1.0,H
Everton,Chelsea,J Moss,16312.0,6.0,36.0,45.0,1.0,2.0,2.0,-1.0,4.0,1.0,0.0,7.0,A
Man City,Stoke,L Mason,16312.0,4.0,48.0,29.0,5.0,0.0,0.0,11.0,2.0,1.0,2.0,2.0,A
Newcastle,Crystal Palace,M Jones,16312.0,3.0,17.0,28.0,1.0,1.0,3.0,-3.0,0.0,2.0,3.0,-5.0,D
West Ham,Southampton,M Dean,16312.0,3.0,28.0,30.0,2.0,0.0,3.0,0.0,2.0,2.0,1.0,2.0,A
QPR,Sunderland,R Madley,16312.0,2.0,15.0,26.0,0.0,0.0,5.0,-8.0,2.0,2.0,1.0,1.0,H
Swansea,West Brom,P Tierney,16312.0,3.0,27.0,17.0,4.0,0.0,1.0,6.0,0.0,2.0,3.0,-4.0,H
Aston Villa,Hull,M Clattenburg,16313.0,3.0,19.0,18.0,2.0,1.0,2.0,-4.0,1.0,1.0,3.0,-5.0,H
Tottenham,Liverpool,P Dowd,16313.0,2.0,38.0,48.0,4.0,0.0,1.0,7.0,2.0,1.0,2.0,-2.0,A
Southampton,Newcastle,C Foy,16326.0,14.0,30.0,18.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,0.0,H
Arsenal,Man City,M Clattenburg,16326.0,13.0,36.0,45.0,3.0,2.0,0.0,4.0,4.0,0.0,1.0,9.0,D
Chelsea,Swansea,K Friend,16326.0,13.0,45.0,30.0,4.0,1.0,0.0,8.0,4.0,0.0,1.0,6.0,H
Liverpool,Aston Villa,L Mason,16326.0,13.0,48.0,22.0,3.0,1.0,1.0,3.0,2.0,1.0,2.0,-5.0,A
Sunderland,Tottenham,C Pawson,16326.0,14.0,23.0,35.0,1.0,2.0,2.0,-1.0,3.0,0.0,2.0,3.0,D
West Brom,Everton,A Taylor,16326.0,14.0,17.0,33.0,0.0,2.0,3.0,-6.0,1.0,2.0,2.0,-2.0,A
Man United,QPR,P Dowd,16327.0,15.0,29.0,15.0,1.0,3.0,1.0,1.0,1.0,0.0,4.0,-6.0,H
Hull,West Ham,M Atkinson,16328.0,15.0,18.0,25.0,1.0,1.0,3.0,-4.0,2.0,0.0,3.0,-1.0,D
Newcastle,Hull,N Swarbrick,16333.0,7.0,15.0,19.0,0.0,2.0,3.0,-7.0,1.0,2.0,2.0,-2.0,D
Aston Villa,Arsenal,M Jones,16333.0,6.0,24.0,34.0,3.0,1.0,1.0,0.0,2.0,3.0,0.0,3.0,A
QPR,Stoke,M Atkinson,16333.0,6.0,14.0,32.0,1.0,0.0,4.0,-9.0,2.0,1.0,2.0,0.0,D
West Ham,Liverpool,C Pawson,16333.0,4.0,26.0,47.0,1.0,1.0,3.0,-3.0,3.0,0.0,2.0,2.0,H
Swansea,Southampton,J Moss,16333.0,7.0,30.0,32.0,4.0,0.0,1.0,5.0,2.0,2.0,1.0,5.0,A
Everton,Crystal Palace,M Oliver,16334.0,2.0,35.0,27.0,2.0,2.0,1.0,1.0,0.0,3.0,2.0,-3.0,A
Man City,Chelsea,M Dean,16334.0,3.0,43.0,45.0,3.0,1.0,1.0,5.0,5.0,0.0,0.0,10.0,D
Tottenham,West Brom,K Friend,16334.0,2.0,33.0,16.0,3.0,1.0,1.0,5.0,0.0,2.0,3.0,-6.0,A
Arsenal,Tottenham,M Oliver,16340.0,3.0,36.0,33.0,2.0,3.0,0.0,4.0,2.0,1.0,2.0,1.0,D
Chelsea,Aston Villa,P Dowd,16340.0,2.0,45.0,21.0,4.0,1.0,0.0,9.0,3.0,1.0,1.0,0.0,H
Hull,Man City,A Taylor,16340.0,2.0,20.0,41.0,1.0,3.0,1.0,0.0,2.0,2.0,1.0,3.0,A
Liverpool,Everton,M Atkinson,16340.0,3.0,44.0,35.0,2.0,0.0,3.0,-1.0,1.0,2.0,2.0,-2.0,D
Man United,West Ham,L Mason,16340.0,6.0,29.0,28.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,H
Southampton,QPR,M Clattenburg,16340.0,3.0,34.0,14.0,3.0,1.0,1.0,6.0,1.0,1.0,3.0,-8.0,H
Sunderland,Swansea,C Foy,16340.0,3.0,21.0,27.0,0.0,4.0,1.0,-1.0,3.0,0.0,2.0,2.0,D
Stoke,Newcastle,C Pawson,16342.0,5.0,33.0,15.0,1.0,2.0,2.0,-1.0,0.0,3.0,2.0,-6.0,H
Hull,Crystal Palace,M Dean,16347.0,7.0,19.0,30.0,0.0,3.0,2.0,-3.0,2.0,2.0,1.0,1.0,H
Aston Villa,Man City,C Foy,16347.0,7.0,21.0,44.0,2.0,1.0,2.0,-4.0,2.0,2.0,1.0,3.0,A
Liverpool,West Brom,M Oliver,16347.0,2.0,44.0,21.0,1.0,1.0,3.0,-2.0,2.0,1.0,2.0,0.0,H
Swansea,Newcastle,L Mason,16347.0,7.0,28.0,15.0,2.0,1.0,2.0,1.0,0.0,3.0,2.0,-5.0,D
Sunderland,Stoke,N Swarbrick,16347.0,7.0,19.0,33.0,0.0,4.0,1.0,-1.0,2.0,2.0,1.0,1.0,H
Tottenham,Southampton,M Jones,16348.0,2.0,33.0,34.0,1.0,2.0,2.0,0.0,4.0,1.0,0.0,8.0,H
West Ham,QPR,A Taylor,16348.0,8.0,25.0,13.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,-8.0,H
Chelsea,Arsenal,M Atkinson,16348.0,4.0,45.0,34.0,4.0,1.0,0.0,10.0,1.0,4.0,0.0,3.0,H
Man United,Everton,K Friend,16348.0,8.0,32.0,33.0,2.0,2.0,1.0,3.0,1.0,2.0,2.0,-2.0,H
Everton,Aston Villa,A Taylor,16361.0,13.0,33.0,21.0,1.0,1.0,3.0,-3.0,2.0,0.0,3.0,-6.0,H
Arsenal,Hull,R East,16361.0,13.0,34.0,19.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,-1.0,D
Man City,Tottenham,J Moss,16361.0,13.0,46.0,33.0,2.0,2.0,1.0,3.0,1.0,2.0,2.0,-3.0,H
Southampton,Sunderland,A Marriner,16361.0,13.0,33.0,22.0,4.0,0.0,1.0,7.0,1.0,3.0,1.0,1.0,H
Crystal Palace,Chelsea,C Pawson,16361.0,14.0,27.0,45.0,2.0,2.0,1.0,1.0,4.0,1.0,0.0,10.0,A
QPR,Liverpool,P Dowd,16362.0,14.0,12.0,44.0,1.0,1.0,3.0,-6.0,2.0,1.0,2.0,1.0,A
Stoke,Swansea,M Oliver,16362.0,15.0,32.0,26.0,2.0,1.0,2.0,-1.0,1.0,2.0,2.0,0.0,H
West Brom,Man United,M Dean,16363.0,16.0,21.0,34.0,2.0,0.0,3.0,-1.0,3.0,1.0,1.0,4.0,D
West Brom,Crystal Palace,M Clattenburg,16368.0,4.0,21.0,27.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,0.0,D
West Ham,Man City,M Atkinson,16368.0,7.0,25.0,46.0,3.0,1.0,1.0,5.0,3.0,2.0,0.0,7.0,H
Liverpool,Hull,N Swarbrick,16368.0,2.0,44.0,20.0,2.0,1.0,2.0,-1.0,1.0,3.0,1.0,0.0,D
Southampton,Stoke,J Moss,16368.0,7.0,33.0,34.0,4.0,0.0,1.0,13.0,2.0,1.0,2.0,-1.0,H
Sunderland,Arsenal,K Friend,16368.0,7.0,22.0,34.0,1.0,3.0,1.0,-6.0,1.0,3.0,1.0,1.0,A
Man United,Chelsea,P Dowd,16369.0,5.0,34.0,47.0,3.0,1.0,1.0,4.0,4.0,1.0,0.0,8.0,D
Tottenham,Newcastle,A Taylor,16369.0,2.0,30.0,19.0,1.0,2.0,2.0,-3.0,1.0,2.0,2.0,-4.0,A
QPR,Aston Villa,L Mason,16370.0,8.0,12.0,20.0,0.0,1.0,4.0,-8.0,1.0,0.0,4.0,-10.0,H
Chelsea,QPR,M Jones,16375.0,3.0,45.0,15.0,3.0,2.0,0.0,6.0,1.0,1.0,3.0,-2.0,H
Everton,Swansea,K Friend,16375.0,6.0,36.0,28.0,2.0,1.0,2.0,3.0,1.0,2.0,2.0,0.0,D
Hull,Southampton,M Atkinson,16375.0,7.0,18.0,36.0,1.0,3.0,1.0,0.0,4.0,0.0,1.0,10.0,A
Newcastle,Liverpool,A Marriner,16375.0,2.0,19.0,42.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,0.0,H
Stoke,West Ham,C Foy,16375.0,2.0,34.0,25.0,2.0,1.0,2.0,-1.0,4.0,0.0,1.0,6.0,D
Aston Villa,Tottenham,N Swarbrick,16376.0,5.0,20.0,30.0,0.0,0.0,5.0,-13.0,1.0,1.0,3.0,-4.0,A
Man City,Man United,M Oliver,16376.0,3.0,43.0,32.0,3.0,1.0,1.0,6.0,2.0,2.0,1.0,0.0,H
Crystal Palace,Sunderland,P Dowd,16377.0,9.0,27.0,21.0,2.0,1.0,2.0,0.0,1.0,2.0,2.0,-8.0,A
QPR,Man City,M Dean,16382.0,7.0,12.0,43.0,1.0,0.0,4.0,-3.0,4.0,0.0,1.0,7.0,D
Liverpool,Chelsea,A Taylor,16382.0,3.0,39.0,45.0,2.0,2.0,1.0,1.0,4.0,1.0,0.0,7.0,A
West Ham,Aston Villa,J Moss,16382.0,7.0,26.0,17.0,3.0,1.0,1.0,4.0,0.0,0.0,5.0,-11.0,D
Burnley,Hull,M Clattenburg,16382.0,3.0,14.0,18.0,0.0,1.0,4.0,-11.0,1.0,2.0,2.0,-1.0,H
Southampton,Leicester,M Oliver,16382.0,7.0,39.0,19.0,4.0,0.0,1.0,10.0,0.0,1.0,4.0,-6.0,H
Man United,Crystal Palace,C Foy,16382.0,6.0,29.0,27.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,-3.0,H
Sunderland,Everton,L Mason,16383.0,5.0,24.0,34.0,2.0,1.0,2.0,-6.0,2.0,2.0,1.0,4.0,D
Swansea,Arsenal,P Dowd,16383.0,8.0,28.0,37.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,3.0,H
Tottenham,Stoke,M Jones,16383.0,2.0,30.0,32.0,2.0,1.0,2.0,-2.0,2.0,1.0,2.0,-1.0,A
West Brom,Newcastle,C Pawson,16383.0,8.0,24.0,19.0,2.0,2.0,1.0,4.0,3.0,1.0,1.0,2.0,A
Chelsea,West Brom,L Mason,16396.0,14.0,45.0,21.0,4.0,1.0,0.0,5.0,1.0,2.0,2.0,-2.0,H
Leicester,Sunderland,R Madley,16396.0,14.0,18.0,25.0,0.0,1.0,4.0,-6.0,2.0,1.0,2.0,-6.0,D
Everton,West Ham,M Clattenburg,16396.0,13.0,32.0,27.0,2.0,2.0,1.0,4.0,3.0,2.0,0.0,5.0,H
Newcastle,QPR,C Foy,16396.0,13.0,22.0,10.0,4.0,1.0,0.0,5.0,1.0,1.0,3.0,-2.0,H
Man City,Swansea,N Swarbrick,16396.0,13.0,41.0,31.0,3.0,1.0,1.0,5.0,2.0,2.0,1.0,2.0,H
Stoke,Burnley,M Atkinson,16396.0,13.0,34.0,16.0,2.0,1.0,2.0,-1.0,1.0,1.0,3.0,-6.0,A
Arsenal,Man United,M Dean,16396.0,12.0,34.0,32.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,A
Crystal Palace,Liverpool,J Moss,16397.0,15.0,26.0,36.0,0.0,1.0,4.0,-6.0,2.0,1.0,2.0,0.0,H
Hull,Tottenham,C Pawson,16397.0,15.0,18.0,30.0,1.0,2.0,2.0,0.0,2.0,0.0,3.0,-3.0,A
Aston Villa,Southampton,P Dowd,16398.0,16.0,15.0,39.0,0.0,1.0,4.0,-8.0,4.0,0.0,1.0,11.0,D
Sunderland,Chelsea,K Friend,16403.0,7.0,26.0,48.0,1.0,2.0,2.0,-8.0,4.0,1.0,0.0,5.0,D
Burnley,Aston Villa,G Scott,16403.0,7.0,18.0,16.0,2.0,0.0,3.0,-5.0,0.0,2.0,3.0,-6.0,D
Liverpool,Stoke,C Pawson,16403.0,2.0,33.0,31.0,1.0,1.0,3.0,-3.0,2.0,1.0,2.0,0.0,H
QPR,Leicester,R East,16403.0,7.0,10.0,18.0,1.0,1.0,3.0,-1.0,0.0,1.0,4.0,-6.0,H
Swansea,Crystal Palace,M Atkinson,16403.0,7.0,31.0,29.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,-2.0,D
West Brom,Arsenal,C Foy,16403.0,7.0,21.0,34.0,1.0,2.0,2.0,-3.0,2.0,1.0,2.0,3.0,A
West Ham,Newcastle,M Dean,16403.0,7.0,27.0,22.0,2.0,2.0,1.0,2.0,5.0,0.0,0.0,6.0,H
Man United,Hull,A Taylor,16403.0,6.0,32.0,15.0,2.0,2.0,1.0,1.0,0.0,2.0,3.0,-3.0,H
Southampton,Man City,M Jones,16404.0,5.0,37.0,43.0,4.0,1.0,0.0,12.0,3.0,1.0,1.0,4.0,A
Tottenham,Everton,M Oliver,16404.0,2.0,33.0,32.0,2.0,0.0,3.0,-3.0,3.0,2.0,0.0,6.0,H
Leicester,Liverpool,L Mason,16406.0,3.0,17.0,33.0,0.0,1.0,4.0,-6.0,1.0,1.0,3.0,-3.0,A
Crystal Palace,Aston Villa,M Oliver,16406.0,3.0,27.0,17.0,1.0,2.0,2.0,-1.0,0.0,3.0,2.0,-3.0,A
Burnley,Newcastle,P Dowd,16406.0,3.0,18.0,22.0,2.0,1.0,2.0,-3.0,4.0,0.0,1.0,4.0,D
Man United,Stoke,J Moss,16406.0,3.0,35.0,28.0,3.0,1.0,1.0,4.0,1.0,1.0,3.0,-2.0,H
West Brom,West Ham,M Jones,16406.0,3.0,20.0,27.0,1.0,1.0,3.0,-4.0,2.0,2.0,1.0,1.0,A
Swansea,QPR,K Friend,16406.0,3.0,31.0,13.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,H
Arsenal,Southampton,A Marriner,16407.0,4.0,36.0,37.0,3.0,0.0,2.0,4.0,3.0,1.0,1.0,1.0,H
Chelsea,Tottenham,M Dean,16407.0,3.0,46.0,33.0,3.0,2.0,0.0,4.0,3.0,0.0,2.0,1.0,H
Everton,Hull,R Madley,16407.0,2.0,29.0,15.0,2.0,2.0,1.0,2.0,0.0,1.0,4.0,-6.0,D
Sunderland,Man City,C Pawson,16407.0,3.0,27.0,43.0,1.0,3.0,1.0,0.0,3.0,1.0,1.0,4.0,A
Newcastle,Chelsea,M Atkinson,16410.0,3.0,23.0,49.0,3.0,1.0,1.0,3.0,4.0,1.0,0.0,7.0,H
Hull,West Brom,M Oliver,16410.0,2.0,16.0,17.0,0.0,1.0,4.0,-6.0,1.0,0.0,4.0,-5.0,D
Liverpool,Sunderland,N Swarbrick,16410.0,3.0,33.0,27.0,2.0,0.0,3.0,-1.0,1.0,3.0,1.0,-1.0,D
QPR,Burnley,J Moss,16410.0,3.0,12.0,18.0,1.0,1.0,3.0,-3.0,2.0,2.0,1.0,-1.0,H
Stoke,Arsenal,A Taylor,16410.0,3.0,25.0,38.0,1.0,1.0,3.0,-2.0,3.0,0.0,2.0,3.0,H
Tottenham,Crystal Palace,L Mason,16410.0,2.0,33.0,24.0,3.0,0.0,2.0,-1.0,1.0,1.0,3.0,-2.0,D
Man City,Everton,A Marriner,16410.0,2.0,46.0,27.0,4.0,1.0,0.0,8.0,1.0,3.0,1.0,0.0,H
Aston Villa,Leicester,C Pawson,16411.0,4.0,20.0,16.0,1.0,3.0,1.0,0.0,0.0,1.0,4.0,-6.0,H
West Ham,Swansea,C Foy,16411.0,4.0,27.0,31.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,H
Southampton,Man United,K Friend,16412.0,4.0,34.0,35.0,2.0,1.0,2.0,-1.0,4.0,0.0,1.0,5.0,A
Crystal Palace,Stoke,K Friend,16417.0,7.0,22.0,28.0,1.0,2.0,2.0,0.0,2.0,0.0,3.0,-1.0,D
Burnley,Southampton,M Clattenburg,16417.0,7.0,17.0,34.0,2.0,2.0,1.0,0.0,1.0,1.0,3.0,-3.0,H
Chelsea,Hull,C Foy,16417.0,2.0,46.0,14.0,3.0,1.0,1.0,5.0,0.0,2.0,3.0,-5.0,H
West Brom,Aston Villa,M Dean,16417.0,7.0,17.0,23.0,0.0,1.0,4.0,-6.0,2.0,3.0,0.0,2.0,H
Leicester,Man City,J Moss,16417.0,5.0,15.0,48.0,0.0,1.0,4.0,-6.0,4.0,1.0,0.0,8.0,A
Sunderland,West Ham,P Dowd,16417.0,7.0,27.0,30.0,0.0,4.0,1.0,-3.0,3.0,1.0,1.0,3.0,D
Arsenal,Newcastle,L Mason,16417.0,3.0,38.0,26.0,2.0,0.0,3.0,-1.0,3.0,1.0,1.0,3.0,H
Man United,Liverpool,M Atkinson,16418.0,5.0,35.0,31.0,5.0,0.0,0.0,7.0,2.0,1.0,2.0,0.0,H
Swansea,Tottenham,R Madley,16418.0,7.0,31.0,31.0,2.0,1.0,2.0,0.0,2.0,1.0,2.0,-2.0,A
Everton,QPR,N Swarbrick,16419.0,3.0,24.0,15.0,1.0,2.0,2.0,-1.0,2.0,1.0,2.0,0.0,H
Man City,Crystal Palace,P Dowd,16424.0,7.0,48.0,20.0,5.0,0.0,0.0,9.0,1.0,3.0,1.0,1.0,H
Aston Villa,Man United,L Mason,16424.0,7.0,22.0,38.0,2.0,2.0,1.0,1.0,5.0,0.0,0.0,9.0,D
Hull,Swansea,M Clattenburg,16424.0,7.0,14.0,31.0,0.0,2.0,3.0,-6.0,1.0,1.0,3.0,-2.0,A
QPR,West Brom,C Pawson,16424.0,4.0,15.0,20.0,2.0,0.0,3.0,-2.0,1.0,1.0,3.0,-3.0,H
Tottenham,Burnley,M Jones,16424.0,2.0,33.0,19.0,3.0,1.0,1.0,0.0,2.0,2.0,1.0,0.0,H
West Ham,Leicester,M Atkinson,16424.0,7.0,31.0,14.0,3.0,1.0,1.0,3.0,0.0,1.0,4.0,-5.0,H
Southampton,Everton,J Moss,16424.0,3.0,34.0,27.0,0.0,1.0,4.0,-6.0,2.0,1.0,2.0,1.0,H
Liverpool,Arsenal,M Oliver,16425.0,3.0,28.0,38.0,2.0,1.0,2.0,-2.0,3.0,0.0,2.0,3.0,D
Newcastle,Sunderland,A Taylor,16425.0,3.0,26.0,25.0,2.0,1.0,2.0,-2.0,0.0,4.0,1.0,-3.0,A
Stoke,Chelsea,N Swarbrick,16426.0,9.0,26.0,46.0,1.0,1.0,3.0,-2.0,3.0,1.0,1.0,6.0,A
Arsenal,QPR,M Atkinson,16430.0,4.0,36.0,17.0,3.0,1.0,1.0,4.0,3.0,0.0,2.0,0.0,H
Swansea,Aston Villa,R East,16430.0,6.0,31.0,23.0,2.0,1.0,2.0,0.0,2.0,2.0,1.0,1.0,H
Everton,Stoke,L Mason,16430.0,6.0,24.0,25.0,1.0,1.0,3.0,-3.0,1.0,1.0,3.0,-3.0,A
Chelsea,West Ham,M Oliver,16430.0,3.0,49.0,34.0,3.0,1.0,1.0,6.0,4.0,1.0,0.0,6.0,H
West Brom,Man City,M Clattenburg,16430.0,6.0,17.0,48.0,1.0,1.0,3.0,-2.0,5.0,0.0,0.0,11.0,A
Crystal Palace,Southampton,M Dean,16430.0,6.0,17.0,36.0,0.0,3.0,2.0,-4.0,1.0,0.0,4.0,-3.0,A
Man United,Newcastle,M Jones,16430.0,6.0,36.0,26.0,4.0,1.0,0.0,8.0,1.0,1.0,3.0,-4.0,H
Burnley,Liverpool,A Taylor,16430.0,6.0,18.0,26.0,1.0,2.0,2.0,-2.0,2.0,2.0,1.0,0.0,A
Sunderland,Hull,A Marriner,16430.0,5.0,25.0,13.0,1.0,3.0,1.0,-2.0,0.0,2.0,3.0,-6.0,A
Leicester,Tottenham,N Swarbrick,16430.0,6.0,13.0,33.0,0.0,0.0,5.0,-7.0,3.0,1.0,1.0,0.0,A
Aston Villa,Sunderland,M Atkinson,16432.0,2.0,20.0,22.0,2.0,1.0,2.0,0.0,1.0,2.0,2.0,-4.0,D
Hull,Leicester,P Dowd,16432.0,2.0,16.0,12.0,1.0,2.0,2.0,-1.0,0.0,0.0,5.0,-7.0,A
Man City,Burnley,K Friend,16432.0,2.0,48.0,17.0,5.0,0.0,0.0,10.0,1.0,1.0,3.0,-3.0,D
Newcastle,Everton,C Pawson,16432.0,2.0,26.0,24.0,1.0,1.0,3.0,-5.0,1.0,1.0,3.0,-3.0,H
QPR,Crystal Palace,M Jones,16432.0,1.0,17.0,17.0,2.0,0.0,3.0,-2.0,0.0,2.0,3.0,-6.0,D
Southampton,Chelsea,A Taylor,16432.0,2.0,36.0,49.0,2.0,0.0,3.0,2.0,4.0,0.0,1.0,8.0,D
Stoke,West Brom,R East,16432.0,2.0,28.0,17.0,2.0,1.0,2.0,-1.0,1.0,1.0,3.0,-3.0,H
Tottenham,Man United,J Moss,16432.0,2.0,33.0,39.0,3.0,1.0,1.0,0.0,4.0,1.0,0.0,7.0,D
West Ham,Arsenal,N Swarbrick,16432.0,2.0,34.0,36.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,4.0,A
Liverpool,Swansea,A Marriner,16433.0,3.0,29.0,31.0,2.0,2.0,1.0,0.0,3.0,0.0,2.0,1.0,H
Aston Villa,Crystal Palace,R Madley,16436.0,4.0,21.0,17.0,1.0,2.0,2.0,-1.0,0.0,3.0,2.0,-5.0,D
Hull,Everton,K Friend,16436.0,4.0,16.0,24.0,1.0,1.0,3.0,-2.0,1.0,0.0,4.0,-4.0,H
Liverpool,Leicester,M Jones,16436.0,2.0,31.0,14.0,2.0,2.0,1.0,1.0,1.0,0.0,4.0,-4.0,D
Man City,Sunderland,R East,16436.0,4.0,46.0,20.0,4.0,1.0,0.0,7.0,1.0,3.0,1.0,-1.0,H
Newcastle,Burnley,M Dean,16436.0,3.0,26.0,17.0,2.0,0.0,3.0,-4.0,1.0,1.0,3.0,-3.0,D
QPR,Swansea,A Taylor,16436.0,4.0,18.0,31.0,2.0,1.0,2.0,0.0,2.0,0.0,3.0,-4.0,D
Southampton,Arsenal,C Pawson,16436.0,4.0,34.0,36.0,2.0,1.0,2.0,3.0,3.0,1.0,1.0,4.0,H
Stoke,Man United,M Oliver,16436.0,4.0,28.0,37.0,3.0,1.0,1.0,2.0,3.0,2.0,0.0,6.0,D
Tottenham,Chelsea,P Dowd,16436.0,4.0,34.0,49.0,3.0,2.0,0.0,3.0,3.0,1.0,1.0,5.0,H
West Ham,West Brom,J Moss,16436.0,4.0,31.0,17.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,-4.0,D
Burnley,QPR,A Marriner,16445.0,4.0,17.0,19.0,1.0,2.0,2.0,-1.0,1.0,2.0,2.0,-2.0,H
Leicester,Aston Villa,M Oliver,16445.0,7.0,14.0,22.0,1.0,1.0,3.0,-3.0,0.0,3.0,2.0,-2.0,H
Crystal Palace,Tottenham,A Taylor,16445.0,6.0,17.0,34.0,0.0,3.0,2.0,-5.0,4.0,1.0,0.0,5.0,H
Swansea,West Ham,M Dean,16445.0,7.0,29.0,32.0,2.0,1.0,2.0,-2.0,1.0,2.0,2.0,-1.0,D
Chelsea,Newcastle,R East,16445.0,5.0,46.0,27.0,3.0,1.0,1.0,4.0,1.0,1.0,3.0,-5.0,H
Sunderland,Liverpool,C Pawson,16445.0,6.0,20.0,29.0,1.0,2.0,2.0,-2.0,2.0,2.0,1.0,1.0,A
Everton,Man City,M Atkinson,16445.0,3.0,21.0,46.0,1.0,0.0,4.0,-5.0,4.0,1.0,0.0,7.0,D
