home,away,Referee,time,prevTimeDiff,HAccP,AAccP,hw,hd,hl,H goal Diff,aw,ad,al,A goal diff,y
Crystal Palace,Watford,R East,16844.0,7.0,23.0,27.0,0.0,1.0,4.0,-8.0,1.0,1.0,3.0,-3.0,A
Sunderland,Man United,A Marriner,16844.0,7.0,18.0,31.0,1.0,2.0,2.0,-2.0,2.0,2.0,1.0,3.0,H
Norwich,West Ham,M Jones,16844.0,7.0,16.0,30.0,0.0,0.0,5.0,-11.0,2.0,1.0,2.0,2.0,D
Swansea,Southampton,J Moss,16844.0,7.0,19.0,31.0,2.0,2.0,1.0,0.0,4.0,1.0,0.0,7.0,A
Bournemouth,Stoke,G Scott,16844.0,6.0,24.0,31.0,2.0,1.0,2.0,0.0,1.0,1.0,3.0,-7.0,A
Arsenal,Leicester,M Atkinson,16845.0,7.0,38.0,42.0,1.0,3.0,1.0,1.0,4.0,1.0,0.0,8.0,H
Aston Villa,Liverpool,N Swarbrick,16845.0,8.0,12.0,28.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,-2.0,A
Man City,Tottenham,M Clattenburg,16845.0,8.0,32.0,42.0,2.0,2.0,1.0,3.0,4.0,0.0,1.0,8.0,A
Leicester,Norwich,N Swarbrick,16858.0,13.0,41.0,16.0,3.0,1.0,1.0,6.0,0.0,1.0,4.0,-9.0,H
Southampton,Chelsea,M Atkinson,16858.0,14.0,34.0,26.0,4.0,1.0,0.0,6.0,2.0,3.0,0.0,5.0,A
Stoke,Aston Villa,K Friend,16858.0,14.0,33.0,12.0,1.0,1.0,3.0,-7.0,1.0,2.0,2.0,-6.0,H
Watford,Bournemouth,A Taylor,16858.0,7.0,27.0,21.0,2.0,1.0,2.0,0.0,2.0,1.0,2.0,0.0,D
West Brom,Crystal Palace,J Moss,16858.0,7.0,24.0,23.0,1.0,2.0,2.0,-3.0,0.0,1.0,4.0,-8.0,H
West Ham,Sunderland,M Dean,16858.0,6.0,28.0,21.0,1.0,2.0,2.0,0.0,1.0,2.0,2.0,-3.0,H
Tottenham,Swansea,M Jones,16859.0,2.0,42.0,18.0,5.0,0.0,0.0,10.0,2.0,2.0,1.0,1.0,H
Man United,Arsenal,C Pawson,16859.0,2.0,28.0,41.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,H
Aston Villa,Everton,R East,16861.0,3.0,12.0,26.0,1.0,1.0,3.0,-7.0,2.0,1.0,2.0,4.0,A
Bournemouth,Southampton,M Dean,16861.0,3.0,22.0,31.0,1.0,2.0,2.0,-3.0,3.0,1.0,1.0,2.0,H
Leicester,West Brom,M Clattenburg,16861.0,3.0,44.0,27.0,4.0,0.0,1.0,7.0,2.0,2.0,1.0,1.0,D
Norwich,Chelsea,L Mason,16861.0,3.0,15.0,28.0,0.0,1.0,4.0,-7.0,3.0,2.0,0.0,6.0,A
Sunderland,Crystal Palace,A Taylor,16861.0,3.0,21.0,20.0,1.0,2.0,2.0,-1.0,0.0,1.0,4.0,-5.0,D
Man United,Watford,M Jones,16862.0,3.0,28.0,28.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,H
Arsenal,Swansea,R Madley,16862.0,3.0,38.0,18.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,-1.0,A
Stoke,Newcastle,N Swarbrick,16862.0,4.0,33.0,22.0,2.0,0.0,3.0,-6.0,2.0,0.0,3.0,-6.0,H
West Ham,Tottenham,A Marriner,16862.0,4.0,30.0,42.0,2.0,2.0,1.0,2.0,5.0,0.0,0.0,8.0,H
Liverpool,Man City,M Atkinson,16862.0,2.0,30.0,32.0,2.0,1.0,2.0,4.0,2.0,1.0,2.0,2.0,H
Chelsea,Stoke,M Clattenburg,16865.0,3.0,31.0,33.0,3.0,2.0,0.0,6.0,3.0,0.0,2.0,-2.0,D
Everton,West Ham,A Taylor,16865.0,3.0,26.0,32.0,3.0,0.0,2.0,6.0,3.0,1.0,1.0,3.0,A
Man City,Aston Villa,L Mason,16865.0,2.0,32.0,12.0,1.0,1.0,3.0,-5.0,1.0,0.0,4.0,-9.0,H
Newcastle,Bournemouth,P Tierney,16865.0,2.0,21.0,24.0,1.0,0.0,4.0,-8.0,2.0,1.0,2.0,-1.0,A
Southampton,Sunderland,N Swarbrick,16865.0,3.0,28.0,21.0,2.0,1.0,2.0,-1.0,1.0,2.0,2.0,-1.0,D
Swansea,Norwich,C Pawson,16865.0,2.0,20.0,15.0,1.0,2.0,2.0,-1.0,0.0,1.0,4.0,-7.0,H
Tottenham,Arsenal,M Oliver,16865.0,2.0,41.0,35.0,4.0,0.0,1.0,5.0,2.0,1.0,2.0,1.0,D
Watford,Leicester,J Moss,16865.0,2.0,27.0,42.0,1.0,2.0,2.0,-1.0,3.0,1.0,1.0,4.0,A
Crystal Palace,Liverpool,A Marriner,16866.0,4.0,18.0,30.0,0.0,2.0,3.0,-3.0,3.0,1.0,1.0,8.0,A
West Brom,Man United,M Dean,16866.0,4.0,28.0,31.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,4.0,H
Bournemouth,Swansea,R East,16872.0,7.0,27.0,23.0,2.0,1.0,2.0,0.0,2.0,1.0,2.0,0.0,H
Norwich,Man City,J Moss,16872.0,7.0,15.0,32.0,0.0,1.0,4.0,-5.0,2.0,0.0,3.0,-1.0,D
Stoke,Southampton,L Mason,16872.0,7.0,31.0,28.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,-1.0,A
Aston Villa,Tottenham,A Taylor,16873.0,8.0,12.0,41.0,1.0,0.0,4.0,-11.0,3.0,1.0,1.0,2.0,A
Leicester,Newcastle,C Pawson,16874.0,8.0,44.0,21.0,3.0,1.0,1.0,3.0,1.0,0.0,4.0,-9.0,H
